Throughput,Latency
4231,3.3
4362,3.2
4349,3.21
4122,3.39
4240,3.3
4257,3.28
4328,3.23
4223,3.29
4562,3.07
4004,3.48
4164,3.35
4027,3.47
4109,3.4
4251,3.28
4409,3.16
4464,3.13
4436,3.15
4485,3.11
4260,3.28
4433,3.15
4332,3.23
4399,3.18
4413,3.13
4314,3.28
4363,3.2
4390,3.18
4265,3.27
4207,3.31
4121,3.4
4205,3.32
4170,3.35
4233,3.3
4069,3.42
3965,3.53
4097,3.41
4118,3.33
4328,3.29
4455,3.13
4090,3.41
4228,3.3
4369,3.2
4288,3.26
4091,3.41
4370,3.2
4276,3.27
4374,3.15
4299,3.26
4364,3.23
4182,3.34
4127,3.38
4108,3.4
4402,3.18
4401,3.17
4246,3.29
4243,3.29
4140,3.37
4161,3.35
4060,3.45
3938,3.55
4091,3.42
4315,3.23
4067,3.44
4131,3.38
4270,3.27
4326,3.23
4325,3.23
4267,3.27
4486,3.12
4290,3.25
4111,3.4
4379,3.19
4181,3.34
4136,3.38
4389,3.19
4275,3.26
4405,3.17
4268,3.26
4343,3.22
4132,3.38
4127,3.39
