Throughput,Response time (ms),Queue time (ms),Queue length
5945.66666667,2596.77,228.59,0.666666666667
6037.33333333,2539.54666667,206.536666667,0.333333333333
5807.66666667,2653.31666667,253.133333333,0.333333333333
5827.0,2631.62333333,258.936666667,0.0
5917.33333333,2596.02,231.72,0.0
5722.66666667,2687.12333333,269.083333333,0.0
5901.0,2603.39,235.226666667,0.0
5713.66666667,2642.06333333,251.516666667,0.666666666667
6027.66666667,2532.63,201.976666667,0.0
6046.0,2534.38666667,205.056666667,7.33333333333
5988.66666667,2555.63,205.003333333,0.0
5891.33333333,2569.89333333,197.103333333,0.0
5886.0,2629.84666667,229.313333333,0.0
5916.33333333,2585.15,223.19,0.0
5903.66666667,2594.21333333,208.083333333,1.66666666667
5816.66666667,2639.17,233.793333333,4.66666666667
5878.33333333,2590.52,197.39,0.0
5814.66666667,2621.58666667,207.343333333,0.0
5965.0,2565.06,213.183333333,0.0
5961.33333333,2578.69666667,215.406666667,6.33333333333
5992.33333333,2542.39,207.056666667,1.0
5951.66666667,2581.13333333,234.056666667,1.33333333333
5837.66666667,2622.44,229.696666667,0.0
5927.0,2548.47,199.036666667,0.0
5955.33333333,2549.21666667,181.576666667,4.33333333333
5959.66666667,2555.07666667,210.633333333,0.0
5930.0,2572.36666667,190.923333333,0.0
5889.33333333,2596.45,215.563333333,0.0
5857.33333333,2605.48333333,245.416666667,0.0
5912.0,2598.71,219.4,2.33333333333
5855.0,2600.09333333,223.07,4.66666666667
5996.33333333,2535.42,188.053333333,0.666666666667
5795.33333333,2616.17,218.903333333,5.33333333333
5829.33333333,2607.53333333,190.06,0.0
5946.66666667,2563.93666667,197.973333333,4.0
5772.33333333,2658.88333333,237.706666667,1.66666666667
5904.33333333,2573.46333333,218.276666667,5.0
5862.0,2575.47,204.583333333,0.0
5833.33333333,2644.04333333,221.523333333,0.0
5750.33333333,2658.42,228.45,2.0
5819.0,2600.94666667,201.94,6.0
5905.66666667,2573.82,212.08,1.0
5930.33333333,2570.51333333,229.98,2.0
5870.33333333,2566.05666667,216.683333333,0.0
5775.66666667,2625.91666667,241.07,1.33333333333
5927.0,2557.16333333,205.996666667,0.0
6001.0,2515.02666667,199.71,0.0
5916.66666667,2572.26,223.793333333,0.0
5969.0,2532.13666667,203.013333333,0.0
5896.66666667,2544.84666667,219.963333333,0.0
5814.0,2608.9,240.786666667,0.0
5904.0,2549.22666667,223.873333333,0.333333333333
5864.66666667,2576.92333333,218.626666667,0.0
5855.33333333,2584.72333333,213.556666667,0.0
5915.33333333,2552.59333333,220.186666667,1.33333333333
5764.0,2646.67666667,222.14,0.0
5887.33333333,2546.15666667,207.026666667,5.66666666667
5937.66666667,2556.92,220.48,3.66666666667
5828.0,2599.75333333,213.066666667,0.0
5921.0,2558.50666667,198.58,0.0
5751.66666667,2667.67,249.816666667,5.0
5873.0,2594.31333333,224.056666667,8.33333333333
5823.0,2622.72,233.45,1.66666666667
5718.33333333,2674.49666667,251.683333333,0.0
5875.33333333,2583.12666667,196.32,0.0
5740.66666667,2669.89,237.526666667,8.66666666667
5845.66666667,2610.45,215.556666667,1.66666666667
5797.66666667,2613.23333333,219.243333333,0.666666666667
5714.0,2663.69,243.34,2.33333333333
5920.33333333,2559.09,195.81,1.66666666667
5839.33333333,2611.66333333,205.97,2.66666666667
5844.0,2582.54333333,218.736666667,1.0
5827.0,2595.16333333,231.523333333,0.0
5856.33333333,2584.90333333,200.286666667,5.33333333333
5830.0,2600.11666667,207.193333333,9.66666666667
5943.66666667,2550.40333333,224.78,1.33333333333
5494.66666667,2767.1,309.11,3.0
5775.0,2657.98666667,256.0,3.66666666667
5728.66666667,2663.64333333,236.293333333,0.0
5869.0,2583.38,203.383333333,3.33333333333
