Throughput,latency(ms)
10579.0,6.05666666667
11053.0,5.77666666667
10905.3333333,5.86333333333
11019.3333333,5.84
10618.3333333,6.03666666667
10686.6666667,5.98666666667
10946.3333333,5.84666666667
10920.6666667,5.79
9831.66666667,6.85666666667
11070.3333333,5.79
11166.6666667,5.73
10991.6666667,5.82333333333
11442.0,5.60333333333
11430.0,5.59333333333
11280.0,5.67666666667
11139.0,5.75
11156.6666667,5.73666666667
11209.6666667,5.70333333333
11324.0,5.65
11088.0,5.77666666667
10740.3333333,5.96666666667
10692.3333333,6.00666666667
10714.3333333,5.99666666667
11002.6666667,5.82
10890.0,5.89666666667
10590.0,6.07666666667
10848.3333333,5.89666666667
10668.6666667,6.04
11065.6666667,5.80333333333
10881.3333333,5.89
11068.0,5.81666666667
11109.0,5.81666666667
10874.6666667,5.91666666667
10867.6666667,5.93333333333
10822.0,5.97333333333
11187.3333333,5.76666666667
11102.6666667,5.8
11032.6666667,5.83333333333
10756.3333333,5.98666666667
11084.6666667,5.81
10835.3333333,5.91666666667
11087.0,5.78
11334.6666667,5.66
10466.3333333,6.2
10769.0,5.98333333333
10849.6666667,5.96666666667
10861.3333333,5.89666666667
10860.0,5.92333333333
11003.6666667,5.85666666667
11087.0,5.82333333333
10925.6666667,5.85666666667
10940.6666667,5.91666666667
10984.3333333,5.83333333333
10754.0,5.96
11130.6666667,5.75666666667
10627.6666667,6.03666666667
10183.3333333,6.32333333333
10500.3333333,6.13
10594.3333333,6.05
10688.0,6.01
11129.6666667,5.75666666667
10464.0,6.12666666667
10872.0,5.87333333333
10536.3333333,6.11
10444.3333333,6.15
11145.0,5.74333333333
10968.0,5.82666666667
11264.6666667,5.69
11100.3333333,5.77333333333
11589.6666667,5.51666666667
10892.3333333,5.88666666667
11051.3333333,5.78
11282.6666667,5.67666666667
11410.3333333,5.61
11429.6666667,5.60333333333
11221.0,5.69666666667
11153.6666667,5.74
11043.6666667,5.8
11465.6666667,5.57333333333
11240.6666667,5.71
