Throughput,Response time (ms),Queue time (ms),Queue length
3305.33333333,2600.84333333,177.666666667,0.0
3343.33333333,2594.11333333,192.053333333,2.33333333333
3294.33333333,2630.56666667,220.956666667,0.0
3317.66666667,2574.48333333,139.873333333,0.0
3407.0,2540.16666667,157.166666667,2.0
3426.66666667,2512.82666667,150.336666667,0.0
3289.33333333,2641.42,217.223333333,0.0
3425.66666667,2485.27333333,130.893333333,0.666666666667
3445.33333333,2502.40666667,133.446666667,0.666666666667
3372.33333333,2549.85333333,161.483333333,0.666666666667
3382.0,2541.44,135.806666667,0.0
3408.0,2523.36,140.773333333,0.0
3373.33333333,2575.78333333,141.32,2.33333333333
3466.0,2467.22333333,141.956666667,0.0
3440.0,2478.82,124.49,0.0
3372.66666667,2527.12,124.95,0.333333333333
3365.66666667,2544.1,167.843333333,0.0
3513.0,2451.72333333,131.21,2.33333333333
3390.0,2558.06666667,172.403333333,2.0
3419.66666667,2554.33,134.85,0.0
3454.33333333,2517.33666667,146.613333333,1.66666666667
3521.33333333,2469.71666667,137.243333333,0.0
3374.66666667,2561.72666667,144.763333333,1.66666666667
3468.33333333,2483.02,122.45,1.66666666667
3400.0,2538.95,158.36,0.333333333333
3429.66666667,2540.42,151.49,0.0
3373.66666667,2608.19666667,179.69,0.0
3446.33333333,2503.62666667,143.99,0.0
3413.0,2523.30333333,139.306666667,0.0
3433.33333333,2525.40333333,138.716666667,0.0
3392.33333333,2531.52333333,141.393333333,0.0
3367.66666667,2583.56666667,211.353333333,1.0
3399.0,2536.28,139.276666667,0.0
3426.66666667,2538.72333333,156.763333333,0.0
3436.33333333,2512.80333333,144.78,4.66666666667
3487.0,2479.93,131.366666667,0.0
3447.0,2542.86333333,152.453333333,0.0
3522.66666667,2476.38666667,145.506666667,0.0
3316.33333333,2511.86666667,157.57,2.66666666667
3480.66666667,2482.73666667,160.783333333,0.0
3452.33333333,2526.42,168.913333333,0.333333333333
3505.66666667,2459.94333333,150.136666667,0.333333333333
3388.33333333,2553.18666667,175.523333333,0.0
3478.33333333,2472.41333333,135.406666667,0.0
3400.33333333,2520.21666667,158.423333333,0.0
3447.0,2518.08333333,146.24,1.33333333333
3492.66666667,2479.33,128.913333333,0.0
3424.66666667,2509.52666667,157.226666667,0.0
3478.66666667,2483.56,154.873333333,0.0
3386.33333333,2570.73666667,173.03,0.333333333333
3490.66666667,2491.01333333,159.326666667,0.0
3496.0,2463.92,126.893333333,0.0
3447.66666667,2490.42666667,150.44,0.333333333333
3462.66666667,2500.71333333,149.203333333,1.66666666667
3490.66666667,2478.25,155.056666667,2.33333333333
3461.66666667,2508.23,135.533333333,1.0
3423.0,2545.99666667,140.886666667,0.0
3480.66666667,2509.23,146.656666667,0.0
3396.33333333,2576.74666667,171.233333333,0.0
3495.0,2470.28333333,143.056666667,1.33333333333
3454.66666667,2515.73333333,142.74,0.0
3480.0,2489.04666667,158.31,2.66666666667
3447.66666667,2529.97666667,142.586666667,1.33333333333
3433.33333333,2530.85666667,163.023333333,0.0
3476.66666667,2514.76333333,138.416666667,0.666666666667
3451.66666667,2543.95666667,143.15,0.0
3460.66666667,2503.30666667,153.923333333,0.0
3441.0,2517.35333333,159.53,0.0
3471.66666667,2518.68,150.926666667,0.333333333333
3497.33333333,2472.44666667,159.07,0.0
3530.33333333,2467.82666667,140.39,0.0
3481.0,2479.03666667,137.87,0.0
3458.66666667,2511.71666667,148.52,1.66666666667
3475.66666667,2486.49333333,152.55,0.666666666667
3428.66666667,2534.52333333,186.7,1.66666666667
3467.0,2486.27333333,159.936666667,0.0
3451.0,2481.59333333,167.353333333,0.0
3404.0,2535.88,172.343333333,0.0
3457.66666667,2509.89333333,179.083333333,0.0
3393.33333333,2540.85666667,163.363333333,0.0
