Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,1497.3,74.0611105862,2.867937625,0.129188558701,0.0,1497.3,0.0,0.0,8983.8,0.0002,0.000663706508265,0.139380375,0.0356276520912,2.610862625,0.0982389112465
1,2,1787.9625,53.6407279022,2.506040125,0.0787051519311,0.0,1787.9625,0.0,0.0,10727.775,0.00015,0.000530106270693,0.061927875,0.0118227728862,2.35740825,0.0724761849105
1,Total,3285.2625,93.5465420952,2.686988875,0.0749647618567,0.0,3285.2625,0.0,0.0,19711.575,0.000175,0.000429158729598,0.100654125,0.0170883529396,2.4841354375,0.0647640971223
2,1,1516.4375,90.5192956211,2.844747125,0.17009490657,0.0,1516.4375,0.0,0.0,9098.625,0.0002125,0.000650097363691,0.135738,0.0401083298082,2.58560675,0.12844228314
2,2,1862.55,60.4240081383,2.40397875,0.0788839664506,0.0,1862.55,0.0,0.0,11175.3,7.5e-05,0.00030914336521,0.059076875,0.0143448136081,2.2628135,0.0691730561817
2,Total,3378.9875,128.359808149,2.6243629375,0.106659843106,0.0,3378.9875,0.0,0.0,20273.925,0.00014375,0.000348538994059,0.0974074375,0.0214948762513,2.424210125,0.0855435309163
3,1,1518.95,83.9739109576,2.82522275,0.142073658877,0.0,1518.95,0.0,0.0,9113.7,0.000225,0.000871126144421,0.136510875,0.0410236688147,2.575583625,0.105575131544
3,2,1880.7875,51.1368711265,2.389418,0.0645840990032,0.0,1880.7875,0.0,0.0,11284.725,0.0002125,0.000566886901854,0.05349475,0.0090488359941,2.254031375,0.0585677270129
3,Total,3399.7375,112.394281551,2.607320375,0.0891895601463,0.0,3399.7375,0.0,0.0,20398.425,0.00021875,0.00049582912277,0.0950028125,0.0207634892687,2.4148075,0.0716895470374
Total,Total,3354.6625,64.4917485918,2.63955739583,0.0517873615533,0.0,3354.6625,0.0,0.0,20127.975,0.000179166666667,0.000238335472535,0.097688125,0.0101739985438,2.44105102083,0.042659352102
