Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1066.125,52.3501780249,3.7525,0.19840184258
1,1,2,1309.3625,42.8704978815,3.050625,0.103340946705
1,1,Total,2375.4875,78.164220788,3.4015625,0.12742978645
1,2,1,1116.0125,58.4403826372,3.587,0.200981137726
1,2,2,1382.65,38.1960631545,2.888625,0.0806734902264
1,2,Total,2498.6625,82.8429876409,3.2378125,0.12353148461
1,3,1,985.1625,57.6182205161,4.066,0.248538003614
1,3,2,1211.175,39.2521143509,3.299375,0.110549190036
1,3,Total,2196.3375,81.1474581756,3.6826875,0.152483540822
1,Total,Total,7070.4875,211.207918062,3.4406875,0.116336390174
2,1,1,1041.8625,51.7197275855,3.840125,0.198701441007
2,1,2,1303.0625,43.5844426285,3.06525,0.106888975879
2,1,Total,2344.925,75.2859149333,3.4526875,0.122520842324
2,2,1,1092.6125,58.2225094037,3.664625,0.204189932369
2,2,2,1372.2375,45.279789481,2.911875,0.103814510217
2,2,Total,2464.85,86.363831506,3.28825,0.131016232447
2,3,1,968.325,63.7532376939,4.142125,0.298000483179
2,3,2,1211.5,40.8098399651,3.299375,0.120119600209
2,3,Total,2179.825,83.6341906645,3.72075,0.172515088315
2,Total,Total,6989.6,230.372488688,3.48722916667,0.133542279253
3,1,1,1061.55,56.8154685658,3.7705,0.218051788065
3,1,2,1282.05,50.0131375146,3.116625,0.131879728003
3,1,Total,2343.6,81.0820181723,3.4435625,0.134830399208
3,2,1,1112.6875,59.0510600233,3.598125,0.203402038437
3,2,2,1350.95,50.4977502945,2.959,0.121244600558
3,2,Total,2463.6375,87.9909724584,3.2785625,0.132010245455
3,3,1,987.0375,49.9555356089,4.054625,0.218208724547
3,3,2,1194.125,41.037918557,3.346625,0.124564494504
3,3,Total,2181.1625,68.9941189477,3.700625,0.137508055
3,Total,Total,6988.4,206.332569203,3.47425,0.119404258441
Total,Total,Total,7016.1625,112.467254103,3.46738888889,0.0647707076499
