Throughput,Latency
2045,7.78
1827,8.72
1983,8.03
1981,8.16
1934,8.24
1860,8.56
1904,8.46
1964,8.14
1966,8.11
1835,8.66
1915,8.35
1857,8.69
1946,8.19
1925,8.27
1902,8.48
1948,8.2
1931,8.24
1957,8.14
2006,8.04
1958,8.16
1904,8.36
1955,8.15
1995,8.09
1948,8.2
1969,8.09
1943,8.2
1984,8.13
1990,8.02
1942,8.21
1979,8.05
2006,8.04
2086,7.65
1995,8.0
1967,8.08
2067,7.82
1993,7.99
1908,8.35
1906,8.36
1962,8.23
1981,8.06
1929,8.24
1994,8.0
1970,8.21
1988,8.02
1901,8.37
2004,7.94
2020,8.01
2003,7.95
1934,8.24
1947,8.28
1966,8.12
2004,7.95
1954,8.15
1907,8.46
1981,8.07
1911,8.33
1947,8.18
1996,8.09
1973,8.09
1900,8.39
1959,8.13
1974,8.18
1929,8.28
1950,8.17
2011,7.92
2013,8.01
2024,7.9
1975,8.05
1980,8.05
1991,8.1
1981,8.06
2020,7.89
2025,7.86
1967,8.21
1936,8.25
1957,8.14
2003,7.95
1968,8.2
2006,7.96
1931,8.25
