Throughput,Latency
1954,8.15
1976,8.16
1988,8.03
1952,8.17
1948,8.17
1878,8.59
1926,8.28
1916,8.32
1971,8.06
2007,8.06
1964,8.12
2007,7.93
2028,7.85
1976,8.17
2026,7.87
1991,8.0
1881,8.49
2011,8.02
1949,8.17
1956,8.14
2019,7.89
1879,8.61
1993,7.99
1978,8.05
1974,8.07
2017,8.02
1956,8.13
1971,8.09
1937,8.23
1979,8.17
1977,8.06
2013,7.91
1962,8.23
1899,8.4
1949,8.18
1968,8.09
1983,8.14
1981,8.06
1990,8.0
1951,8.15
1995,8.1
1898,8.41
1896,8.41
1923,8.28
1956,8.25
1965,8.14
1964,8.13
1949,8.2
1946,8.15
1969,8.22
1942,8.2
1915,8.31
2014,7.9
1997,8.1
2002,7.95
1980,8.05
1952,8.26
2027,7.88
2019,7.88
2063,7.79
2003,7.97
1941,8.21
2012,7.91
1964,8.22
1941,8.21
1934,8.26
1915,8.31
1956,8.25
1972,8.1
1864,8.54
1952,8.16
2004,8.05
1964,8.13
1937,8.22
1992,8.0
1980,8.17
1944,8.19
1973,8.08
1984,8.03
1975,8.18
