Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1543.5125,67.6156288109,5.184125,0.240340969553
1,1,2,1495.0875,79.4466931783,5.35825,0.30525679167
1,1,Total,3038.6,99.2342325581,5.2711875,0.18060244428
1,2,1,1620.725,83.5476025912,4.942125,0.273711914292
1,2,2,1620.9375,82.2047988605,4.9405,0.254378866251
1,2,Total,3241.6625,121.662632079,4.9413125,0.194576371635
1,3,1,1466.1,70.5381842908,5.46175,0.27347633133
1,3,2,1377.1375,67.710991152,5.814625,0.280347631172
1,3,Total,2843.2375,95.1080988911,5.6381875,0.194114744466
1,Total,Total,9123.5,282.765815347,5.2835625,0.168820001629
2,1,1,1540.0125,86.886437413,5.203625,0.325896014129
2,1,2,1538.1,96.3968065021,5.21675,0.387242033366
2,1,Total,3078.1125,133.917223039,5.2101875,0.258671684473
2,2,1,1623.8375,83.3286073554,4.932625,0.268501437895
2,2,2,1664.1875,92.086515973,4.81675,0.299357011365
2,2,Total,3288.025,138.055480959,4.8746875,0.222288647663
2,3,1,1471.9375,73.6275855964,5.441625,0.295970592749
2,3,2,1418.5,89.4846001884,5.65575,0.39619319862
2,3,Total,2890.4375,123.611973914,5.5486875,0.263759028581
2,Total,Total,9256.575,361.639192699,5.2111875,0.231113946749
3,1,1,1567.3625,68.264237862,5.10525,0.241734109606
3,1,2,1480.1625,54.6075628253,5.404875,0.200303527589
3,1,Total,3047.525,82.2121329861,5.2550625,0.146489498803
3,2,1,1644.7875,69.4371027202,4.8665,0.215354285665
3,2,2,1600.6,54.9770032475,4.9975,0.171275926615
3,2,Total,3245.3875,89.2624481621,4.932,0.137878592715
3,3,1,1483.2375,61.226957691,5.395375,0.233747368495
3,3,2,1351.675,52.5274551478,5.918625,0.235133916866
3,3,Total,2834.9125,80.3481654419,5.657,0.164389164693
3,Total,Total,9127.825,215.420564525,5.28135416667,0.126849771539
Total,Total,Total,9169.3,194.435304105,5.25870138889,0.120845201052
