Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,2369.05,72.0602595933,20.267625,0.638071151443
1,1,2,2708.425,145.558442306,17.768625,1.05221736185
1,1,Total,5077.475,170.025610506,19.018125,0.642885787738
1,2,1,2374.275,73.9885340074,20.225875,0.64720566596
1,2,2,2753.05,147.429614187,17.48075,1.03112053464
1,2,Total,5127.325,165.173002897,18.8533125,0.607245776233
1,3,1,2336.2,68.0638940326,20.55225,0.627524723402
1,3,2,2575.5625,136.563876068,18.6845,1.0837439793
1,3,Total,4911.7625,147.719906336,19.618375,0.603388519692
1,Total,Total,15116.5625,448.418087118,19.1632708333,0.57328165819
2,1,1,2299.675,86.2178246718,20.89075,0.85474813079
2,1,2,2757.0375,141.104274554,17.444375,0.872055397947
2,1,Total,5056.7125,130.876035051,19.1675625,0.473805622799
2,2,1,2305.85,88.5087566289,20.837,0.85034676471
2,2,2,2781.3125,152.541888312,17.3005,0.949855285447
2,2,Total,5087.1625,146.702613487,19.06875,0.504035926487
2,3,1,2268.725,86.0228075438,21.17575,0.851561150127
2,3,2,2659.4375,134.654818313,18.0835,0.927903721544
2,3,Total,4928.1625,130.429906851,19.629625,0.505640197664
2,Total,Total,15072.0375,368.786564589,19.2886458333,0.439528347592
3,1,1,2289.925,109.832643115,21.009375,1.34229290296
3,1,2,2777.2625,155.040439294,17.330875,1.08864937079
3,1,Total,5067.1875,154.665101147,19.170125,0.749272632523
3,2,1,2319.075,114.00763632,20.75225,1.36347654587
3,2,2,2844.225,160.542196433,16.926875,1.06268658079
3,2,Total,5163.3,163.751386118,18.8395625,0.73942724745
3,3,1,2247.3375,91.7628953101,21.422875,1.28005359238
3,3,2,2663.6125,153.270547077,18.073875,1.15734800927
3,3,Total,4910.95,159.0505771,19.748375,0.767803778582
3,Total,Total,15141.4375,443.305901863,19.2526875,0.717551484686
Total,Total,Total,15110.0125,236.278783845,19.2348680556,0.333067876528
