Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,7148.2875,237.61378054,15.253729,0.727263072723,0.0,0.0,7148.2875,0.0,7148.2875,48.7375,20.5030061087,6.53380075,0.464851954777,8.67400075,0.297561759077
1,2,8090.2375,437.189419416,13.734692625,0.957190822969,0.0,0.0,8090.2375,0.0,8090.2375,53.5375,21.2543033617,6.201183875,0.566026466254,7.49680475,0.447599339642
1,Total,15238.525,494.71584927,14.4942108125,0.630216467878,0.0,0.0,15238.525,0.0,15238.525,51.1375,15.1611543514,6.3674923125,0.394557698101,8.08540275,0.27337051001
2,1,6945.875,256.789495378,15.763903375,0.665684445417,0.0,0.0,6945.875,0.0,6945.875,50.1625,18.9024435832,6.813516125,0.417985036851,8.88358325,0.268939595805
2,2,8273.325,429.165477365,13.704259375,0.749139732691,0.0,0.0,8273.325,0.0,8273.325,51.125,24.5461977256,6.24102975,0.461695661155,7.429398,0.356811062766
2,Total,15219.2,419.907144648,14.734081375,0.475226425509,0.0,0.0,15219.2,0.0,15219.2,50.64375,16.0748238075,6.5272729375,0.328881137761,8.156490625,0.192828495471
3,1,6944.5125,205.246131572,15.7977335,0.581544546821,0.0,0.0,6944.5125,0.0,6944.5125,48.825,22.7210798237,6.8521105,0.355788778332,8.89904525,0.279415203169
3,2,8328.3,451.692384402,13.806166,0.89144107097,0.0,0.0,8328.3,0.0,8328.3,52.6125,22.0629099094,6.323154375,0.480425934815,7.45027725,0.46502318782
3,Total,15272.8125,456.924974972,14.80194975,0.514257915437,0.0,0.0,15272.8125,0.0,15272.8125,50.71875,16.2980242163,6.5876324375,0.321831538144,8.17466125,0.241402760538
Total,Total,15243.5125,266.112852893,14.6767473125,0.313679016755,0.0,0.0,15243.5125,0.0,15243.5125,50.8333333333,9.35128622966,6.4941325625,0.208023939221,8.13885154167,0.130144449677
