Throughput,Latency
10243,3.12
10200,3.13
8996,3.13
8613,4.16
10374,3.07
10333,3.09
10961,2.91
11021,2.9
10357,3.07
7662,4.15
11707,2.74
11680,2.73
10523,3.05
10443,3.06
10276,3.1
10153,3.14
10336,3.1
10403,3.06
10348,3.1
10450,3.04
10278,3.11
10419,3.07
10162,3.14
10696,2.99
11635,2.74
10706,3.0
10325,3.09
10418,3.06
10114,3.16
10854,2.94
11609,2.75
10120,3.14
10866,2.92
10240,3.15
10615,3.0
10524,3.05
10231,3.11
10584,3.03
12038,2.63
12349,2.59
12170,2.63
12107,2.65
10662,2.99
10150,3.13
10248,3.13
10307,3.09
10243,3.12
10356,3.06
12147,2.64
10473,3.04
10313,3.08
10513,3.05
12150,2.63
10252,3.11
11790,2.72
10633,2.99
11699,2.73
10099,3.17
11822,2.71
10641,2.99
10447,3.05
10311,3.12
10400,3.06
10689,2.99
10239,3.09
10114,3.17
10660,2.99
8532,3.74
11466,2.79
10518,3.02
10477,3.06
11487,2.79
10764,2.96
10994,2.91
9598,3.32
10004,3.19
9594,3.34
11576,2.76
9304,3.44
9451,3.38
