Throughput,Latency
4031,11.94
4070,11.75
3816,12.52
3972,12.18
3920,12.14
3692,13.09
3924,12.13
3867,12.41
4101,11.79
4022,11.87
3939,12.24
4112,11.57
4015,12.09
3955,12.03
3932,12.3
4087,11.64
4045,11.95
3938,12.09
3950,12.24
3879,12.28
4201,11.5
3865,12.32
3855,12.59
3756,12.67
4022,12.01
3957,12.03
4127,11.73
4023,11.92
3841,12.39
3952,12.24
4049,11.75
4000,12.08
3938,12.21
3855,12.35
3868,12.5
4081,11.67
4035,11.98
3537,13.4
4018,12.03
4018,11.85
3779,12.79
3733,12.75
3980,12.1
4024,12.01
4001,11.9
3949,12.24
3914,12.17
3655,13.12
3734,12.95
3702,12.86
3703,13.06
3673,12.96
4100,11.83
3861,12.33
4277,11.3
4232,11.24
3974,12.16
4167,11.46
4052,11.92
3977,11.98
4007,12.06
3772,12.62
4012,11.95
4095,11.81
3727,12.77
3950,12.24
3775,12.61
4087,11.79
4123,11.54
3900,12.4
3938,12.09
4044,11.95
3808,12.69
4053,11.75
3937,12.28
4221,11.29
3949,12.24
3900,12.25
3905,12.19
4074,11.87
