Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,4834.729166666667,123.26698913407965,3.3069166666666665,0.08339346505540467
2,1952.5375,50.24107833121066,8.194666666666667,0.21506419527494766
3,4343.916666666667,117.02283747600059,3.681458333333333,0.0995846937402336
Total,11131.183333333332,72.90654111803944,5.06101388888889,2.227355891999755
