Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,10759.9875,336.419061071,6.53610025,0.274621547353,10759.9875,0.0,0.0,0.0,10759.9875,37.325,13.9862274028,3.638761,0.196170739399,2.85572575,0.0925024014163
1,2,11024.75,912.606179014,6.8619405,0.648707035534,11024.75,0.0,0.0,0.0,11024.75,43.35,12.0653285036,3.9980325,0.383214671766,2.834338625,0.282318480568
1,Total,21784.7375,946.352033193,6.699020375,0.373418899879,21784.7375,0.0,0.0,0.0,21784.7375,40.3375,9.32933816693,3.81839675,0.239850738484,2.8450321875,0.148954629495
2,1,10898.9375,316.883133182,6.40776975,0.271229577305,10898.9375,0.0,0.0,0.0,10898.9375,38.225,13.9401750711,3.552668,0.202291496686,2.81468525,0.0852272862941
2,2,11069.0875,935.500694393,6.819907375,0.743707257251,11069.0875,0.0,0.0,0.0,11069.0875,43.7625,11.7916981631,3.957929375,0.427770116728,2.8295735,0.329336157706
2,Total,21968.025,982.9181041,6.6138385625,0.423748977108,21968.025,0.0,0.0,0.0,21968.025,40.99375,9.41299053557,3.7552986875,0.26847129377,2.822129375,0.170545107431
3,1,10795.425,429.799357811,6.397842375,0.297965607408,10795.425,0.0,0.0,0.0,10795.425,36.75,13.942467682,3.5189855,0.202583706793,2.836608125,0.113877217858
3,2,11673.1375,792.935928003,6.370858625,0.554536325892,11673.1375,0.0,0.0,0.0,11673.1375,45.2625,10.4357512937,3.679253625,0.324115837338,2.662953875,0.277292259783
3,Total,22468.5625,886.479366331,6.3843505,0.332193791922,22468.5625,0.0,0.0,0.0,22468.5625,41.00625,8.86912356708,3.5991195625,0.218848755077,2.749781,0.148498565327
Total,Total,22073.775,510.167237065,6.56573647917,0.214980441656,22073.775,0.0,0.0,0.0,22073.775,40.7791666667,5.59791847742,3.72427166667,0.145195616866,2.80564752083,0.0859698527668
