Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,3642.8625,161.192686311,8.79075,0.392994910909
1,1,2,3730.775,328.45221894,8.660125,1.11592896393
1,1,Total,7373.6375,377.862986479,8.7254375,0.605007685771
1,2,1,3548.0375,140.325340219,9.023375,0.369422894954
1,2,2,3709.3875,330.946953329,8.70175,1.02786835462
1,2,Total,7257.425,369.771868603,8.8625625,0.558580929027
1,3,1,3474.3375,124.834466978,9.21125,0.333301000542
1,3,2,3490.5125,288.067502363,9.2315,1.00167593739
1,3,Total,6964.85,318.317893014,9.221375,0.538796699054
1,Total,Total,21595.9125,961.349107333,8.93645833333,0.534978105616
2,1,1,3699.75,134.285686391,8.64975,0.310809376233
2,1,2,3735.35,279.628284004,8.6,0.805660354985
2,1,Total,7435.1,333.171814876,8.624875,0.444817538329
2,2,1,3628.025,127.09141283,8.821125,0.314686879737
2,2,2,3754.5375,307.480613519,8.59225,1.01740545544
2,2,Total,7382.5625,342.355978913,8.7066875,0.538238420507
2,3,1,3456.9,135.339947044,9.25975,0.373668014165
2,3,2,3444.8125,296.924961485,9.3695,1.12005978593
2,3,Total,6901.7125,347.224043739,9.314625,0.612234843148
2,Total,Total,21719.375,882.151317067,8.8820625,0.450068071406
3,1,1,3689.2125,175.478347595,8.6845,0.456178124215
3,1,2,3980.025,327.543019689,8.11225,1.0608606191
3,1,Total,7669.2375,404.003109518,8.398375,0.60524698118
3,2,1,3571.6875,173.135682049,8.970875,0.456547843653
3,2,2,3963.1,270.746347732,8.09575,0.641033135659
3,2,Total,7534.7875,308.3017055,8.5333125,0.387218206032
3,3,1,3434.8125,164.505480171,9.324625,0.467663039329
3,3,2,3638.525,259.034134645,8.81675,0.644642526787
3,3,Total,7073.3375,313.350087054,9.0706875,0.396342250572
3,Total,Total,22277.3625,813.015285387,8.66745833333,0.40351174481
Total,Total,Total,21864.2166667,451.06725792,8.82865972222,0.249615999723
