Throughput,Latency
14564,4.36
14136,4.55
14755,4.33
14082,4.55
14433,4.41
14254,4.5
13870,4.62
14035,4.56
13656,4.69
14171,4.52
13760,4.64
13423,4.75
14357,4.46
13916,4.58
14506,4.42
13974,4.59
13825,4.6
14394,4.47
14076,4.55
13845,4.62
14312,4.44
14256,4.49
13773,4.67
13726,4.65
14424,4.43
14192,4.5
13392,4.79
14545,4.38
14604,4.4
14965,4.27
14348,4.44
13893,4.62
15231,4.2
14196,4.52
14202,4.48
14501,4.41
13261,4.83
14022,4.56
13893,4.61
14455,4.42
13791,4.64
13559,4.72
14705,4.34
14242,4.5
13798,4.61
14193,4.52
14456,4.41
14664,4.36
14465,4.42
14554,4.39
12414,5.16
14068,4.55
13327,4.81
13692,4.67
14529,4.39
14077,4.55
13634,4.71
13878,4.6
13799,4.64
13860,4.62
14656,4.34
14703,4.38
14483,4.41
13936,4.58
14298,4.48
13980,4.57
14086,4.53
13866,4.64
13521,4.73
14462,4.4
13999,4.59
14259,4.47
14607,4.39
14289,4.46
14276,4.49
14990,4.27
14667,4.35
14492,4.43
13665,4.68
13757,4.65
