[7l----total-cpu-usage---- -net/total- -dsk/total- --epoch---
usr sys idl wai hiq siq| recv  send| read  writ|  epoch   
  2   3  92   1   3   0|   0     0 |4892B 1115k|1510521125
  2   3  92   0   3   0|4397k  295k|   0     0 |1510521126
  3   5  86   0   6   0|  10M  709k|   0  8192B|1510521127
  4   6  84   0   6   0|  13M  887k|   0     0 |1510521128
  4   7  83   0   6   0|  13M  873k|   0     0 |1510521129
  5   7  79   3   6   0|  14M  962k|   0    40k|1510521130
  4   6  83   0   7   0|  14M  944k|   0     0 |1510521131
  4   7  82   0   7   0|  14M  935k|   0    28k|1510521132
  5   7  82   0   6   0|  14M  922k|   0     0 |1510521133
  4   6  84   0   6   0|  13M  902k|   0     0 |1510521134
  4   7  81   0   8   0|  14M  975k|   0     0 |1510521135
  4   7  78   4   7   0|  13M  871k|   0    12k|1510521136
  5   6  83   0   6   0|  13M  904k|   0     0 |1510521137
  4   6  85   0   5   0|  12M  788k|   0     0 |1510521138
  5   6  82   0   7   0|  14M  919k|   0     0 |1510521139
  5   8  78   0   9   0|  15M  998k|   0     0 |1510521140
  5   9  76   0  10   0|  14M  965k|   0     0 |1510521141
  5   7  78   2   8   0|  14M  936k|   0    12k|1510521142
  4   7  83   0   6   0|  14M  939k|   0     0 |1510521143
  4   6  84   0   6   0|  13M  869k|   0     0 |1510521144
  5   6  83   0   6   0|  13M  861k|   0     0 |1510521145
  4   6  85   0   5   0|  13M  845k|   0     0 |1510521146
  4   7  83   0   6   0|  13M  879k|   0     0 |1510521147
  4   6  82   2   6   0|  12M  842k|   0    12k|1510521148
  4   6  84   0   6   0|  13M  848k|   0     0 |1510521149
  4   6  84   0   6   0|  13M  861k|   0     0 |1510521150
  4   6  84   0   6   0|  13M  894k|   0     0 |1510521151
  5   7  81   0   7   0|  14M  934k|   0     0 |1510521152
  5   7  81   0   7   0|  14M  947k|   0     0 |1510521153
  5   7  78   4   6   0|  13M  859k|   0    12k|1510521154
  5   8  80   0   7   0|  15M  989k|   0     0 |1510521155
  5   7  81   0   7   0|  15M  989k|   0     0 |1510521156
  4   7  82   0   7   0|  14M  925k|   0    12k|1510521157
  5   6  82   0   7   0|  14M  955k|   0     0 |1510521158
  4   6  84   0   6   0|  13M  847k|   0     0 |1510521159
  5   7  76   3   9   0|  14M  921k|   0    20k|1510521160
  5   7  81   0   7   0|  15M 1003k|   0     0 |1510521161
  5   7  81   0   7   0|  15M  990k|   0     0 |1510521162
  4   8  81   0   7   0|  14M  979k|   0     0 |1510521163
