Throughput,Latency
9209,2.59
9180,2.62
8840,2.69
9069,2.66
10121,2.37
9515,2.5
9721,2.46
9453,2.55
9548,2.49
9740,2.46
9470,2.54
7663,2.45
9615,3.05
9659,2.48
9439,2.53
9447,2.53
9142,2.62
9267,2.6
9186,2.59
9944,2.4
9183,2.63
9604,2.47
9456,2.53
9857,2.43
9481,2.53
9377,2.56
9202,2.6
9175,2.63
8642,2.64
9203,2.71
8605,2.78
8723,2.75
8310,2.9
8845,2.71
9224,2.58
10173,2.37
9509,2.5
9113,2.64
9645,2.48
9420,2.52
9113,2.63
9321,2.57
9546,2.51
8957,2.67
9504,2.54
9394,2.53
9241,2.59
9819,2.44
9115,2.63
10308,2.34
7593,2.53
9284,3.16
8641,2.77
10343,2.33
10797,2.21
7140,3.35
9447,2.53
10042,2.39
9266,2.6
9219,2.58
9215,2.6
9929,2.43
10428,2.29
9421,2.56
8258,2.9
9914,2.42
9322,2.57
9370,2.55
9929,2.41
9818,2.45
10127,2.37
11073,2.17
7521,3.18
10815,2.21
10565,2.28
9981,2.4
8725,2.73
9733,2.47
10473,2.29
9546,2.49
