Throughput,Response time (ms),Queue time (ms),Queue length
2539.66666667,2030.56166667,30.2983333333,0.0
2557.0,1994.005,27.8666666667,0.0
2531.0,1999.895,24.1066666667,0.0
2581.0,1983.92833333,28.4916666667,0.0
2531.66666667,2018.31666667,21.3583333333,0.0
2583.66666667,1969.295,21.0083333333,0.0
2540.0,1984.975,22.0833333333,0.0
2579.0,1969.58333333,21.6133333333,0.0
2582.0,1941.21,27.48,0.0
2579.0,1976.72833333,23.8783333333,0.0
2565.33333333,1971.76666667,23.615,0.166666666667
2618.66666667,1966.12833333,20.025,0.0
2641.33333333,1948.64666667,18.6883333333,0.5
2641.0,1919.16333333,22.81,0.333333333333
2584.33333333,1948.95166667,26.645,0.0
2604.66666667,1969.51166667,19.775,0.0
2580.0,2003.72,20.06,0.0
2574.0,1990.88166667,26.78,0.0
2548.0,1995.26833333,24.145,0.0
2553.33333333,2022.02333333,26.03,0.0
2534.0,2015.61,20.535,0.0
2605.33333333,2013.44,20.6266666667,0.0
2562.33333333,2015.09,16.7766666667,0.0
2498.0,1992.725,21.7483333333,0.0
2598.66666667,1935.54666667,15.5016666667,0.0
2579.0,1940.48166667,21.9883333333,0.0
2628.0,1954.165,21.9916666667,0.333333333333
2581.0,1954.37833333,18.86,0.0
2604.66666667,1947.39833333,22.6783333333,0.0
2630.66666667,1931.94333333,16.79,0.0
2599.0,1955.01666667,22.015,0.0
2599.33333333,1968.30833333,18.675,0.0
2602.33333333,1950.75833333,19.4766666667,0.5
2605.33333333,1968.025,18.265,0.0
2594.33333333,1935.81333333,15.735,0.0
2610.66666667,1962.87666667,20.6816666667,0.0
2594.66666667,1951.35833333,18.435,0.333333333333
2519.33333333,2028.865,22.5783333333,0.166666666667
2603.0,1960.02833333,21.77,0.0
2566.0,2014.01833333,16.4116666667,0.0
2598.66666667,1948.56666667,17.9466666667,0.0
2618.66666667,1956.86833333,21.22,0.0
2541.0,1999.39833333,32.945,0.333333333333
2591.33333333,1962.115,20.145,0.166666666667
2459.0,2064.99333333,39.92,0.0
2585.33333333,1973.83666667,18.76,0.0
2573.33333333,2023.18333333,23.7916666667,0.0
2578.66666667,1972.60333333,18.1216666667,0.0
2561.33333333,1974.58,25.465,0.0
2485.33333333,2017.04666667,28.0533333333,0.0
2602.0,1993.65333333,18.86,0.0
2539.66666667,2012.71,18.3416666667,0.0
2563.0,1992.665,22.8083333333,0.333333333333
2475.66666667,2010.97166667,13.2,0.0
2568.0,1992.125,20.2283333333,0.0
2557.33333333,2019.41,20.605,0.0
2568.0,2002.89,22.655,0.0
2525.66666667,1996.705,17.2916666667,0.0
2517.33333333,1988.09666667,24.8066666667,0.0
2533.0,2013.03666667,22.935,0.0
2567.0,1971.61666667,18.0033333333,0.0
2524.33333333,2005.925,21.36,0.0
2604.66666667,1954.45166667,15.1366666667,0.166666666667
2587.0,1945.48333333,16.2916666667,0.0
2514.66666667,1956.07166667,15.63,0.0
2537.33333333,1959.16333333,21.7133333333,0.0
2569.0,1969.69833333,19.5016666667,0.166666666667
2598.0,1963.78666667,20.5066666667,0.0
2643.33333333,1935.46,19.47,0.0
2655.33333333,1933.26333333,20.985,0.0
2628.66666667,1951.81,22.4716666667,0.0
2648.33333333,1942.33333333,20.61,0.0
2637.66666667,1970.155,21.6883333333,0.0
2644.33333333,1933.44166667,17.6366666667,0.0
2603.0,2003.525,15.5616666667,0.0
2564.0,2006.09333333,16.1283333333,0.166666666667
2567.0,1968.60666667,21.3133333333,0.0
2565.33333333,1985.425,18.8016666667,0.0
2550.0,1990.81166667,30.1616666667,0.0
2578.66666667,1998.17333333,29.0166666667,0.0
