Throughput,Latency
3923,12.38
4002,11.94
3865,12.37
4038,11.97
3870,12.35
4031,11.86
4377,10.92
4281,11.37
4235,11.24
4394,10.87
4206,11.54
4234,11.28
4454,10.74
4398,10.93
4241,11.27
4145,11.53
4358,11.14
3984,11.99
4312,11.16
4232,11.29
3629,13.18
3934,12.16
4247,11.42
3988,12.03
3882,12.31
3800,12.57
4140,11.55
4575,10.61
4169,11.43
4177,11.56
4285,11.16
4145,11.53
4347,11.16
4181,11.37
4356,10.98
4223,11.49
4270,11.19
4290,11.14
4491,10.74
4326,11.05
4307,11.1
4333,11.2
4194,11.28
4277,11.28
4398,10.86
4399,11.04
4262,11.21
4028,11.86
4029,11.86
4203,11.54
4184,11.43
4014,11.9
4105,11.64
4237,11.45
4267,11.2
4084,11.7
4465,10.71
4402,11.03
4106,11.64
4341,11.0
4289,11.14
4386,11.07
4310,11.09
4301,11.11
4321,11.23
3918,12.2
4010,11.92
3942,12.13
4071,11.92
4234,11.29
4088,11.69
4016,11.9
4406,11.02
4056,11.74
4239,11.28
4116,11.8
4458,10.72
4388,10.89
4287,11.16
4524,10.71
