Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,936.5,40.2979410223,8.547875,0.375532343666
1,1,2,1125.4,32.5306476722,7.10475,0.202446898804
1,1,Total,2061.9,65.8941613979,7.8263125,0.262603498282
1,2,1,949.45,42.1548982093,8.433875,0.385829678925
1,2,2,1136.875,32.6974527711,7.034,0.202425795124
1,2,Total,2086.325,66.7869795163,7.7339375,0.264027585045
1,3,1,920.85,39.0747741476,8.694125,0.377405177126
1,3,2,1106.2375,32.7140444233,7.227875,0.212904529326
1,3,Total,2027.0875,65.6022139465,7.961,0.270675900364
1,Total,Total,6175.3125,194.826608647,7.84041666667,0.261442565758
2,1,1,939.1875,38.127731278,8.521,0.360852015673
2,1,2,1123.4875,34.2873168232,7.117625,0.220329119469
2,1,Total,2062.675,58.0097711106,7.8193125,0.236525139497
2,2,1,958.2,43.0096839257,8.357,0.389369500083
2,2,2,1137.55,33.4035168314,7.030625,0.21212811838
2,2,Total,2095.75,63.9460809262,7.6938125,0.253132581149
2,3,1,921.425,35.4571501064,8.68425,0.336894886511
2,3,2,1107.8875,34.731517715,7.218375,0.230417583223
2,3,Total,2029.3125,59.6232037386,7.9513125,0.24255463139
2,Total,Total,6187.7375,164.090183891,7.82147916667,0.215237904184
3,1,1,935.2625,38.2207921909,8.55875,0.362681207437
3,1,2,1111.65,33.8833068193,7.193625,0.229315126442
3,1,Total,2046.9125,61.7541458148,7.8761875,0.256018991273
3,2,1,956.5125,34.898766345,8.36575,0.317214039468
3,2,2,1127.325,37.882154043,7.09575,0.247200912497
3,2,Total,2083.8375,65.6578094596,7.73075,0.25534303063
3,3,1,916.6625,36.5111197731,8.72975,0.368963567204
3,3,2,1092.7875,39.1875379797,7.320875,0.272030311742
3,3,Total,2009.45,65.8463689492,8.0253125,0.278991565307
3,Total,Total,6140.2,176.087320111,7.87741666667,0.241692767396
Total,Total,Total,6167.75,115.394102427,7.8464375,0.151485964018
