Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,2834.4875,124.701871693,7.274444,0.299195499905,0.0,0.0,2834.4875,0.0,2834.4875,0.0124375,0.00291588295679,4.49299725,0.176957667447,2.748651625,0.124445024866
1,2,3395.0,98.503228759,6.215721125,0.19500550853,0.0,0.0,3395.0,0.0,3395.0,0.0134875,0.00291219065832,3.898537,0.129901493822,2.29884075,0.0663294240562
1,Total,6229.4875,201.700429184,6.7450825625,0.226750012075,0.0,0.0,6229.4875,0.0,6229.4875,0.0129625,0.00227920566887,4.195767125,0.142329086515,2.5237461875,0.0862145749677
2,1,2838.4625,123.171994983,7.23071675,0.29255224565,0.0,0.0,2838.4625,0.0,2838.4625,0.0126,0.00273097562203,4.4618265,0.174699061797,2.735653875,0.119700455119
2,2,3395.5,99.2543083272,6.205257875,0.192750876756,0.0,0.0,3395.5,0.0,3395.5,0.0135,0.00294678541869,3.887631875,0.124812331265,2.299489,0.0696110396381
2,Total,6233.9625,188.395856048,6.7179873125,0.213337669162,0.0,0.0,6233.9625,0.0,6233.9625,0.01305,0.00207089536069,4.1747291875,0.133652504233,2.5175714375,0.0811991920136
3,1,2830.85,112.117377463,7.2522645,0.277260332224,0.0,0.0,2830.85,0.0,2830.85,0.0125,0.00282394821913,4.47302725,0.169339093417,2.74821725,0.111646775506
3,2,3359.7625,114.887203213,6.260144,0.238451261865,0.0,0.0,3359.7625,0.0,3359.7625,0.0131,0.00310410100319,3.916486625,0.156035488076,2.32507575,0.0836764635295
3,Total,6190.6125,204.113054659,6.75620425,0.237771990785,0.0,0.0,6190.6125,0.0,6190.6125,0.0128,0.00205247612114,4.1947569375,0.152187938702,2.5366465,0.0878915384185
Total,Total,6218.02083333,127.898422949,6.73975804167,0.148188090535,0.0,0.0,6218.02083333,0.0,6218.02083333,0.0129375,0.00132549781005,4.18841775,0.094512987352,2.52598804167,0.0548961482134
