[7l----total-cpu-usage---- -net/total- -dsk/total- --epoch---
usr sys idl wai hiq siq| recv  send| read  writ|  epoch   
  1   1  98   0   0   0|   0     0 |3754B  683k|1510997037
  2   5  89   0   4   0|5034k  333k|   0     0 |1510997038
  3   4  89   0   4   0|6535k  430k|   0     0 |1510997039
  3   5  88   0   4   0|6444k  425k|   0     0 |1510997040
  3   4  87   2   4   0|6631k  437k|   0    40k|1510997041
  3   5  87   0   5   0|6784k  447k|   0     0 |1510997042
  3   4  89   0   4   0|6549k  432k|   0     0 |1510997043
  2   5  89   0   4   0|6365k  420k|   0     0 |1510997044
  3   4  89   0   4   0|6348k  418k|   0     0 |1510997045
  3   4  89   0   4   0|6540k  431k|   0     0 |1510997046
  3   5  85   2   5   0|6592k  435k|   0    12k|1510997047
  3   4  89   0   4   0|6691k  441k|   0     0 |1510997048
  3   5  88   0   4   0|6864k  453k|   0     0 |1510997049
  3   4  89   0   4   0|6684k  441k|   0     0 |1510997050
  3   5  87   0   5   0|6889k  454k|   0     0 |1510997051
  3   5  88   0   4   0|6589k  435k|   0     0 |1510997052
  3   4  87   2   4   0|6725k  444k|   0    12k|1510997053
  3   5  87   0   5   0|6600k  435k|   0     0 |1510997054
  3   4  89   0   4   0|6464k  426k|   0     0 |1510997055
  3   5  88   0   4   0|6471k  426k|   0     0 |1510997056
  3   4  89   0   4   0|6770k  447k|   0     0 |1510997057
  3   5  84   3   5   0|6574k  433k|   0    12k|1510997058
  3   4  89   0   4   0|6563k  432k|   0     0 |1510997059
  3   5  87   0   5   0|6415k  423k|   0     0 |1510997060
  3   5  88   0   4   0|6697k  442k|   0     0 |1510997061
  3   5  87   0   5   0|6831k  450k|   0     0 |1510997062
  3   5  86   2   4   0|6772k  447k|   0    12k|1510997063
  3   4  89   0   4   0|6807k  448k|   0     0 |1510997064
  3   5  87   0   5   0|6822k  451k|   0     0 |1510997065
  3   5  88   0   4   0|6834k  449k|   0     0 |1510997066
  4   5  86   0   5   0|6916k  457k|   0     0 |1510997067
  3   5  85   2   5   0|6979k  459k|   0    12k|1510997068
  4   4  88   0   4   0|6748k  446k|   0     0 |1510997069
  2   5  89   0   4   0|6273k  413k|   0     0 |1510997070
  4   4  87   0   5   0|6532k  430k|   0    12k|1510997071
  3   5  88   0   4   0|6539k  432k|   0     0 |1510997072
  3   5  85   3   4   0|6869k  453k|   0    20k|1510997073
  3   4  88   0   5   0|6876k  453k|   0     0 |1510997074
  3   5  88   0   4   0|6843k  451k|   0     0 |1510997075
  4   5  86   0   5   0|6879k  454k|   0    28k|1510997076
  3   4  89   0   4   0|6469k  427k|   0     0 |1510997077
  2   5  89   0   4   0|6380k  422k|   0     0 |1510997078
  4   4  85   2   5   0|6812k  448k|   0    12k|1510997079
  3   5  88   0   4   0|6758k  446k|   0     0 |1510997080
  3   5  87   0   5   0|7069k  466k|   0     0 |1510997081
  3   5  88   0   4   0|6769k  446k|   0     0 |1510997082
  3   5  87   0   5   0|6484k  428k|   0     0 |1510997083
  3   5  86   2   4   0|6709k  443k|   0    12k|1510997084
  3   4  88   0   5   0|6574k  433k|   0     0 |1510997085
  3   5  89   0   3   0|6384k  420k|   0     0 |1510997086
  3   4  88   0   5   0|6704k  443k|   0     0 |1510997087
  3   5  88   0   4   0|6819k  450k|   0     0 |1510997088
  3   5  87   0   5   0|6486k  427k|   0     0 |1510997089
  3   5  86   2   4   0|6763k  446k|   0    12k|1510997090
  3   4  88   0   5   0|6723k  443k|   0     0 |1510997091
  3   5  88   0   4   0|6750k  445k|   0     0 |1510997092
  3   4  89   0   4   0|6667k  439k|   0     0 |1510997093
  3   5  87   0   5   0|6836k  451k|   0     0 |1510997094
  4   6  86   0   4   0|7269k  479k|   0     0 |1510997095
  3   4  85   3   5   0|6554k  432k|   0    12k|1510997096
  3   4  90   0   3   0|6390k  421k|   0     0 |1510997097
  3   5  87   0   5   0|6858k  452k|   0     0 |1510997098
  3   5  88   0   4   0|6731k  444k|   0     0 |1510997099
  3   4  88   0   5   0|6566k  433k|   0     0 |1510997100
  3   5  86   2   4   0|6787k  447k|   0    12k|1510997101
  3   5  88   0   4   0|6319k  416k|   0     0 |1510997102
  3   4  89   0   4   0|6575k  435k|   0     0 |1510997103
  3   4  90   0   3   0|6154k  406k|   0     0 |1510997104
  3   5  87   0   5   0|6934k  457k|   0     0 |1510997105
  3   4  89   0   4   0|6538k  431k|   0  8192B|1510997106
  2   4  87   3   4   0|6520k  429k|   0    20k|1510997107
  3   5  88   0   4   0|6563k  433k|   0     0 |1510997108
  3   5  87   0   5   0|6924k  457k|   0     0 |1510997109
  3   4  89   0   4   0|6765k  446k|   0     0 |1510997110
  3   5  88   0   4   0|6735k  444k|   0     0 |1510997111
  4   4  85   2   5   0|6863k  453k|   0    12k|1510997112
