Throughput,Latency
10718,5.97
10534,6.05
10736,5.98
10953,5.84
11216,5.7
10912,5.85
10667,6.01
10914,5.83
10912,5.89
10835,5.9
10705,5.98
10704,5.97
11165,5.73
10531,6.07
10720,5.97
11061,5.79
11228,5.7
10808,5.65
11052,6.04
10866,5.89
9554,6.69
10982,5.83
11144,5.74
11230,5.69
11210,5.7
11059,5.79
10969,5.83
11038,5.78
10425,6.14
11006,5.81
11119,5.74
10796,5.93
11121,5.77
11441,5.6
10962,5.82
11247,5.7
11361,5.62
11187,5.72
11290,5.66
9475,6.76
11189,5.71
11187,5.72
11039,5.79
11051,5.79
11042,5.8
11483,5.57
11154,5.74
11572,5.52
11337,5.64
9484,6.75
11284,5.67
11192,5.71
11197,5.71
11180,5.71
10832,5.68
11444,5.82
10418,6.13
11386,5.62
10920,5.86
11365,5.62
11350,5.64
11221,5.69
11060,5.79
11329,5.64
11140,5.74
11119,5.75
9490,6.74
11480,5.58
10369,6.15
10130,6.32
10227,6.25
10509,6.09
10932,5.85
11243,5.69
10973,5.77
10776,5.95
10454,6.16
9968,6.41
10267,6.24
10246,6.24
