Throughput,Response time (ms),Queue time (ms),Queue length
5954.0,2561.33,212.413333333,0.0
5937.66666667,2547.59333333,206.353333333,0.333333333333
5988.33333333,2549.91,214.496666667,8.0
6019.0,2554.61666667,209.136666667,2.66666666667
6056.66666667,2528.84666667,207.893333333,3.66666666667
6018.33333333,2547.82,206.546666667,2.33333333333
5875.0,2610.34666667,247.7,0.0
5984.33333333,2541.67666667,209.346666667,0.0
6021.66666667,2508.91666667,188.623333333,0.0
6002.66666667,2533.30333333,218.253333333,0.0
6081.0,2477.20333333,198.68,0.0
5944.66666667,2520.74666667,202.04,0.0
6062.66666667,2494.37333333,183.233333333,0.0
6055.66666667,2514.71333333,193.496666667,0.0
6008.0,2531.6,212.216666667,0.0
5892.66666667,2558.55,208.156666667,2.66666666667
5946.66666667,2570.45333333,195.706666667,0.333333333333
6011.66666667,2559.22,196.563333333,0.0
6086.66666667,2494.91,191.11,0.0
5963.66666667,2566.1,224.723333333,1.66666666667
6029.33333333,2535.86,202.363333333,0.666666666667
6036.0,2542.57333333,211.453333333,6.33333333333
6067.66666667,2506.05,184.873333333,0.0
5831.66666667,2608.16333333,227.31,2.66666666667
5955.0,2552.19,215.11,5.33333333333
6098.33333333,2487.62666667,189.77,5.33333333333
5981.0,2564.67333333,204.85,0.0
5989.0,2544.65333333,204.686666667,0.333333333333
5988.66666667,2534.12,194.0,0.0
6034.33333333,2541.46333333,215.856666667,0.0
5871.0,2597.12,225.41,0.666666666667
6031.66666667,2528.47,201.67,0.0
5846.33333333,2622.18333333,245.403333333,4.33333333333
6000.0,2563.88666667,232.08,0.0
5999.66666667,2545.22666667,225.766666667,0.0
5858.33333333,2581.85666667,230.91,1.66666666667
5896.66666667,2610.86333333,251.13,0.0
6053.0,2520.29666667,211.12,0.0
5991.66666667,2535.04333333,202.923333333,1.33333333333
5981.33333333,2525.57333333,205.67,0.0
6088.66666667,2487.91666667,194.336666667,0.0
6170.0,2474.13666667,199.403333333,2.66666666667
6116.33333333,2495.14666667,199.026666667,0.0
6096.0,2478.80666667,201.69,0.0
6080.66666667,2498.14666667,196.853333333,0.0
5959.0,2549.95,224.153333333,3.0
5819.0,2618.90333333,227.186666667,3.33333333333
6011.0,2550.51333333,223.493333333,0.666666666667
6008.33333333,2502.84333333,206.446666667,0.0
6041.66666667,2535.09333333,221.506666667,0.0
6028.66666667,2541.31,215.573333333,0.0
6118.0,2487.10666667,187.86,2.66666666667
6038.66666667,2540.45,220.916666667,0.0
6059.0,2500.50333333,192.18,0.0
5981.0,2549.92666667,222.643333333,3.0
6002.66666667,2527.39,212.676666667,6.66666666667
5971.0,2540.97666667,204.593333333,1.66666666667
6014.33333333,2530.56666667,193.42,5.33333333333
5992.33333333,2522.74666667,193.42,7.0
6016.0,2531.89,212.316666667,0.0
5932.0,2573.67,213.916666667,6.33333333333
5992.66666667,2528.17333333,208.09,0.666666666667
6072.0,2516.36333333,205.68,1.66666666667
6022.66666667,2529.07666667,209.993333333,0.0
6041.0,2506.15333333,215.16,0.333333333333
5927.33333333,2578.95333333,209.74,0.0
6004.0,2501.89,205.476666667,0.0
5993.33333333,2531.93333333,209.3,0.0
5985.33333333,2530.47666667,227.586666667,1.33333333333
5932.0,2570.30666667,224.363333333,0.0
5921.0,2549.09,231.793333333,0.0
5963.66666667,2534.95666667,217.696666667,0.333333333333
5969.0,2553.29,223.943333333,0.0
5970.33333333,2501.50333333,205.083333333,0.0
6006.33333333,2531.89333333,209.383333333,0.0
6056.0,2510.86666667,189.653333333,1.0
6014.0,2512.5,216.863333333,0.0
6082.66666667,2477.39,187.903333333,0.0
6055.33333333,2508.11,208.14,0.0
6128.66666667,2483.83666667,196.38,0.0
