MW host,Average Throughput,Std Throughput,Average Response Time,Std Response Time,Average Queue Time,Std Queue Time,Average Queue Length,Std Queue Length,Average Server Time,Std Server Time
1,690.1458333333334,28.426510685676863,1.909075,0.07874682018153449,0.016143541666666664,0.008100505663637599,0.016666666666666666,0.1575616148767404,1.861601,0.07335657341664047
2,657.7916666666666,23.578550579282958,2.0590615833333334,0.06598772389946753,0.015730541666666667,0.007535009343999264,0.004166666666666667,0.06454972243679026,2.0152255833333332,0.059245265570721586
Total,1347.9375,44.07373350824331,1.9840682916666665,0.10441473746754237,0.015937041666666665,0.007817432422804041,0.020833333333333332,0.1698612938114093,1.9384132916666668,0.10172885005958253
