Throughput,Latency
2076,15.34
2053,15.52
2099,15.41
2113,15.08
2110,15.1
2064,15.43
2166,14.94
2107,15.12
2063,15.44
2110,15.1
2096,15.43
2064,15.43
2086,15.27
2104,15.14
2103,15.39
2053,15.52
2039,15.63
2042,15.59
2111,15.35
2072,15.35
2043,15.59
2064,15.43
2132,15.19
2122,15.0
2078,15.33
2104,15.14
2132,15.18
2109,15.11
2075,15.35
2101,15.4
2147,14.84
2073,15.36
2049,15.55
2095,15.44
2146,14.86
2106,15.11
2131,14.95
2149,15.05
2039,15.62
2074,15.36
2071,15.38
2098,15.42
2071,15.38
2106,15.13
2063,15.47
2079,15.56
2039,15.62
2042,15.6
2042,15.6
2074,15.61
2039,15.62
2048,15.55
2055,15.5
2078,15.57
2090,15.24
2100,15.21
2063,15.42
2085,15.52
2094,15.21
2040,15.61
2086,15.28
2071,15.62
2063,15.44
2085,15.28
2162,14.75
2085,15.5
2052,15.53
2111,15.1
2147,14.85
2079,15.56
2091,15.23
2092,15.23
2115,15.06
2116,15.29
2066,15.42
2055,15.51
2053,15.51
2119,15.27
2068,15.4
2058,15.48
