Throughput,Latency
9368,1.71
9418,1.7
9664,1.65
10322,1.55
9289,1.72
7321,1.96
9201,1.92
9374,1.72
9356,1.7
8956,1.8
7507,2.12
9210,1.75
9124,1.74
8533,1.87
9173,1.74
7616,2.11
9252,1.73
9220,1.73
7726,2.06
7649,2.09
8563,1.88
8179,1.94
7505,2.13
8733,1.84
8551,1.85
9195,1.74
9692,1.66
8696,1.84
6641,2.39
8424,1.89
8260,1.94
8165,1.97
7395,2.16
7178,2.21
7465,2.15
7591,2.09
8070,1.98
7543,2.11
8135,1.96
8053,1.98
7883,2.02
6959,2.29
7922,2.03
7532,2.12
8075,1.96
8033,1.98
7105,1.95
7827,2.34
8306,1.92
8058,1.98
8136,1.96
8515,1.89
8102,1.96
7771,2.04
8258,1.93
8223,1.94
8262,1.93
8342,1.92
8251,1.93
8981,1.79
8571,1.86
7577,1.9
9140,1.89
8505,1.87
8507,1.89
8373,1.89
8824,1.82
8537,1.86
8468,1.89
8736,1.84
7937,2.0
8650,1.84
8405,1.91
8714,1.82
8121,1.97
8426,1.89
8829,1.8
8320,1.93
8536,1.86
8266,1.92
