Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,10211.979166666666,283.12713479911054,1.5652499999999998,0.041809740411839914
2,3375.7708333333335,110.84386085319474,4.741916666666667,0.15541439184922134
3,8780.879166666668,349.1137464099016,1.822375,0.07262980732546306
Total,22368.629166666666,489.43872728360293,2.7098472222222223,1.4453104267789096
