Throughput,Latency
6700,1.18
6553,1.21
6815,1.17
7606,1.05
7308,1.08
7603,1.05
8022,1.0
8135,0.98
7479,1.06
7798,1.02
7598,1.05
7126,1.11
7229,1.11
6937,1.15
6590,1.2
6795,1.17
6799,1.17
6613,1.19
6323,1.26
6929,1.15
6798,1.17
6797,1.17
6886,1.15
6745,1.17
6917,1.15
6641,1.19
6696,1.19
7069,1.13
6538,1.21
6680,1.2
6993,1.14
6594,1.2
6623,1.2
6909,1.15
7490,1.06
6886,1.16
7694,1.03
7450,1.07
7725,1.03
7207,1.1
8339,0.96
7446,1.06
6501,1.23
6447,1.23
6483,1.23
6792,1.17
6968,1.15
7118,1.12
6797,1.17
6789,1.18
6642,1.2
6719,1.18
6728,1.18
6170,1.29
6477,1.23
5694,1.4
6464,1.24
6840,1.16
6649,1.19
6740,1.18
6438,1.23
6977,1.14
7178,1.11
6947,1.15
6825,1.17
6944,1.14
6599,1.21
7556,1.05
7176,1.11
6600,1.21
6887,1.15
7005,1.13
6988,1.14
6802,1.17
6766,1.17
6841,1.16
6264,1.27
6496,1.23
6578,1.2
6494,1.23
