Throughput,Latency
6354,1.24
6454,1.23
6911,1.15
6822,1.17
6860,1.16
6465,1.23
6975,1.15
6882,1.15
6670,1.2
6710,1.18
6373,1.26
6271,1.27
6344,1.25
6541,1.22
6216,1.27
7111,1.12
6829,1.17
6252,1.27
5606,1.42
6139,1.3
6876,1.16
7638,1.05
6663,1.19
6648,1.2
7525,1.05
8154,0.98
6059,1.32
6280,1.27
6274,1.27
6008,1.32
5677,1.4
6129,1.29
5584,1.42
5764,1.38
6067,1.31
6188,1.3
6000,1.31
6039,1.33
6176,1.29
6257,1.27
6726,1.18
6580,1.21
6404,1.24
6587,1.21
6211,1.29
6583,1.21
5937,1.33
6343,1.25
6512,1.23
6550,1.22
6208,1.29
6778,1.17
6292,1.26
6625,1.19
6125,1.29
6760,1.18
6429,1.23
6719,1.2
6864,1.16
7417,1.07
7284,1.1
6868,1.15
7459,1.08
6723,1.19
6290,1.26
6448,1.24
5929,1.33
6302,1.27
6469,1.23
6084,1.3
6188,1.28
6974,1.14
6334,1.26
6465,1.22
6454,1.24
6614,1.21
6358,1.25
6803,1.17
6209,1.29
6355,1.26
