Throughput,Latency
939,2.12
854,2.34
874,2.28
877,2.28
831,2.4
872,2.29
847,2.35
882,2.26
866,2.31
869,2.3
855,2.33
888,2.25
880,2.27
974,2.05
994,2.0
925,2.16
970,2.06
947,2.11
962,2.07
977,2.04
964,2.07
989,2.02
946,2.11
934,2.14
949,2.1
953,2.09
932,2.14
957,2.09
952,2.09
942,2.12
960,2.08
975,2.05
948,2.11
947,2.11
979,2.04
959,2.08
973,2.05
964,2.07
872,2.29
904,2.21
869,2.29
868,2.31
839,2.37
919,2.17
859,2.32
915,2.18
868,2.3
901,2.21
935,2.13
856,2.33
896,2.23
867,2.3
828,2.41
864,2.31
854,2.34
885,2.25
903,2.21
846,2.36
867,2.3
858,2.33
871,2.29
858,2.32
863,2.31
886,2.25
894,2.23
884,2.25
870,2.29
915,2.18
880,2.26
879,2.27
937,2.13
973,2.05
960,2.08
944,2.11
842,2.37
877,2.28
812,2.45
926,2.16
980,2.04
984,2.03
