Throughput,Latency
198,88.19
295,76.82
3689,5.45
5448,3.67
5313,3.76
5799,3.44
5158,3.87
5539,3.58
5616,3.58
5122,3.89
5560,3.6
5559,3.58
5214,3.83
5692,3.51
5835,3.42
5619,3.55
5783,3.46
5986,3.33
5617,3.55
5571,3.59
5894,3.39
6019,3.31
5948,3.35
5946,3.36
6049,3.3
5695,3.5
5655,3.52
5655,3.52
5756,3.48
5627,3.55
5369,3.71
5205,3.84
5678,3.52
5387,3.71
5411,3.69
5606,3.56
5473,3.65
5878,3.39
5698,3.5
5623,3.55
5472,3.65
5438,3.67
5435,3.67
5768,3.47
5508,3.6
4846,4.14
5476,3.64
5769,3.46
5631,3.53
5520,3.62
5319,3.76
5642,3.54
5620,3.55
5815,3.44
5778,3.45
5278,3.78
5175,3.86
5610,3.56
5540,3.6
5304,3.75
5549,3.59
5551,3.61
5758,3.46
5798,3.44
5721,3.49
5962,3.34
5643,3.53
5671,3.52
5728,3.48
5518,3.61
5434,3.67
5315,3.77
5290,3.77
5387,3.71
5698,3.5
5136,3.89
5569,3.58
5952,3.36
5596,3.56
5728,3.49
