Throughput,Latency
5778,1.38
6316,1.25
6228,1.28
6240,1.27
6214,1.29
6284,1.25
6243,1.28
6211,1.28
5963,1.32
6252,1.28
5938,1.32
5872,1.36
5674,1.42
5896,1.35
5881,1.35
5953,1.33
6121,1.29
5623,1.43
5096,1.57
6549,1.22
6400,1.23
6135,1.29
6359,1.26
6648,1.19
6339,1.26
6052,1.31
5932,1.35
5618,1.42
5469,1.45
5184,1.53
5252,1.53
5493,1.44
5380,1.48
5599,1.43
5674,1.39
5565,1.43
5655,1.41
5634,1.41
5950,1.35
5925,1.34
5646,1.41
5368,1.47
5571,1.44
5712,1.4
5738,1.38
5917,1.35
6118,1.31
6006,1.34
6061,1.3
5721,1.39
6165,1.3
5912,1.34
5980,1.34
6039,1.31
5949,1.34
5819,1.37
5880,1.36
5779,1.37
6698,1.2
6487,1.23
6647,1.2
6712,1.18
6605,1.21
6064,1.31
6004,1.33
6040,1.32
5485,1.45
5626,1.43
5993,1.33
5448,1.47
5745,1.38
6103,1.31
5942,1.35
5774,1.37
5996,1.34
5814,1.37
5294,1.5
6095,1.31
5934,1.34
6126,1.29
