Throughput,Latency
2990,17.38
3133,16.55
3152,16.52
3158,16.45
3085,16.85
3171,16.39
3134,16.57
3090,16.84
3149,16.49
3041,17.06
3271,15.9
3272,15.89
3236,16.06
3076,16.94
3204,16.17
3164,16.45
3151,16.48
3174,16.38
3173,16.3
3222,16.22
3258,15.95
3249,15.99
3178,16.38
3134,16.56
3046,17.07
3039,17.0
3098,16.89
3073,16.88
3107,16.73
3118,16.7
3054,17.0
3157,16.4
3088,16.9
3105,16.74
3083,16.87
3138,16.55
3135,16.56
3147,16.51
3193,16.3
3088,16.83
3119,16.64
3027,17.16
3036,17.12
3123,16.63
3029,17.19
3096,16.76
3052,17.04
3089,16.82
3137,16.58
3096,16.74
3123,16.69
3115,16.7
3245,16.03
3385,15.35
3377,15.38
3132,16.6
3036,17.11
3058,17.02
2978,17.47
3048,17.03
3032,17.14
3277,15.87
3241,16.02
3291,15.82
3195,16.24
3250,15.98
3263,15.93
3100,16.78
3087,16.85
3389,15.36
3346,15.53
3454,15.05
3336,15.55
3151,16.53
3238,16.03
3342,15.58
3331,15.61
3471,14.97
3413,15.23
3324,15.62
