Throughput,Latency
8743,5.9
8639,6.04
8926,5.83
8977,5.79
8834,5.89
8722,5.96
8802,5.9
8910,5.84
9097,5.71
8972,5.79
9002,5.78
8964,5.79
8692,5.97
8849,5.88
8714,5.96
9187,5.65
8788,5.91
9066,5.73
8912,5.83
8901,5.84
8796,5.91
9084,5.72
8826,5.9
9221,5.63
9050,5.74
8761,5.92
9301,5.59
9309,5.58
8935,5.82
9189,5.66
9412,5.52
8890,5.84
9217,5.63
9536,5.45
9092,5.71
8985,5.79
8621,6.02
9259,5.62
9347,5.55
9082,5.73
9141,5.7
9171,5.65
9241,5.63
9018,5.76
8906,5.83
7639,6.82
8844,5.87
9114,5.7
9098,5.71
9009,5.77
8809,5.9
9004,5.76
9035,5.75
9148,5.68
8900,5.84
8958,5.8
9121,5.7
9438,5.51
8925,5.82
8934,5.82
8813,5.87
9346,5.56
9249,5.63
9073,5.73
9008,5.76
9304,5.6
9025,5.74
9360,5.56
8922,5.83
9149,5.68
9255,5.61
9286,5.59
8898,5.85
9026,5.76
8983,5.78
9565,5.44
8950,5.78
9003,5.79
9552,5.45
8781,5.91
