Throughput,Latency
4785,0.41
4763,0.41
4128,0.48
4174,0.48
4526,0.44
4193,0.47
4158,0.48
3852,0.52
3831,0.52
4272,0.47
4469,0.44
3984,0.5
4873,0.41
4233,0.47
4558,0.43
4320,0.46
3889,0.51
4169,0.48
4233,0.47
4658,0.43
4502,0.44
4233,0.47
4618,0.43
4260,0.47
4282,0.46
3988,0.5
3973,0.5
3985,0.5
3854,0.51
3762,0.53
4073,0.48
3117,0.64
2879,0.69
2909,0.68
3061,0.65
3187,0.62
3362,0.59
2791,0.7
3641,0.55
3253,0.61
3528,0.56
3196,0.62
3889,0.51
3577,0.56
3762,0.53
3592,0.55
3606,0.55
3584,0.55
3141,0.63
3611,0.55
3803,0.52
3576,0.55
3581,0.55
3676,0.54
3771,0.53
3542,0.56
3905,0.51
3887,0.51
3644,0.54
3724,0.53
3553,0.56
3363,0.59
4158,0.48
4559,0.43
4338,0.45
4202,0.47
4014,0.49
3800,0.52
3499,0.57
4207,0.47
4313,0.46
4139,0.48
4012,0.49
3649,0.54
2908,0.67
2879,0.69
3233,0.62
2949,0.67
3051,0.65
2799,0.7
