Operation,Workers,Clients,Throughput,Latency,Queue time,Queue length
read,8,2,1347.937499999625,1.984068291667,0.01593704166666375,0.010416666666675
read,8,4,2586.462499999875,1.99880537499975,0.024314625000005002,0.0500000000000375
read,8,8,5037.583333333125,2.010975562500125,0.06927110416666625,0.1750000000001125
read,8,14,7646.904166667,2.541367333333,0.6143598958333125,2.441666666666625
read,8,20,7654.533333333625,3.9262161875,1.8959621874997499,7.295833333334
read,8,26,7691.350000000375,5.438052312499876,3.400708604166125,13.2270833333325
read,8,32,7674.175000000375,6.977436020833125,4.926952645833625,19.13333333333625
read,16,2,1348.316666666875,1.983844520833125,0.015388729166678751,0.0020833333333375
read,16,4,2595.074999999625,2.006807333334,0.023696354166667502,0.027083333333362502
read,16,8,4895.249999999875,2.021919208332875,0.07393374999999876,0.17708333333350001
read,16,14,8288.8833333335,2.050354208333625,0.120759604166675,0.372916666666825
read,16,20,10824.41666667075,2.3115489583336246,0.232099375,1.2666666666669375
read,16,26,12317.37083333375,2.7541473333328748,0.5057109791666999,3.1104166666667874
read,16,32,12457.19166666875,3.58963770833325,1.144666479167125,7.225000000000913
read,32,2,1334.462500000125,1.974848437499875,0.0160888749999975,0.0166666666667
read,32,4,2562.220833333125,1.998024000000125,0.02449485416666,0.03125
read,32,8,4967.204166667,2.01709270833275,0.09145108333332876,0.2229166666667125
read,32,14,8386.670833333375,2.032349291666875,0.1230678958333125,0.6999999999998625
read,32,20,10850.32083333125,2.1994731458332497,0.1418079375000125,1.1104166666670001
read,32,26,12376.30000000125,2.500323104166625,0.1802311458333,1.1729166666665751
read,32,32,12400.625,3.1253675416665,0.2164620833333,1.2854166666663875
read,64,2,1330.087500000375,1.9824332291671252,0.01636470833333125,0.0104166666666875
read,64,4,2595.683333333625,1.994473208333875,0.031198458333328752,0.0458333333333375
read,64,8,4973.66249999975,2.02750781249975,0.10248116666664249,0.3479166666667875
read,64,14,8425.8875000005,2.041470729166625,0.1451981875,0.6625000000000625
read,64,20,11611.4541666625,2.0740997083332497,0.1546578333333,0.9854166666666625
read,64,26,12441.21666666375,2.583163374999875,0.1932689375000125,1.27708333333325
read,64,32,12452.808333327499,3.370509479167125,0.21466443749997502,1.3833333333334126
write,8,2,1334.041666667,2.010007687499875,0.0161938125,0.0062500000000125
write,8,4,2576.962499999875,2.00349708333325,0.024968958333338752,0.031250000000025
write,8,8,5033.13750000025,2.001016291666875,0.07200727083333375,0.247916666666775
write,8,14,7660.941666667125,2.529527416666875,0.6102969791666625,2.437500000000075
write,8,20,7622.854166666625,3.929953791666625,1.8955261249995001,7.5375
write,8,26,7758.820833333875,5.361397812500125,3.342020770833,13.25833333333375
write,8,32,7707.6208333335,6.949542520833125,4.909065125000625,19.3666666666675
write,16,2,1321.28749999925,2.005600312499875,0.01556972916666625,0.012500000000025
write,16,4,2575.7541666665,1.978264458333125,0.021479833333336248,0.0458333333333375
write,16,8,5076.725000000375,1.989154791666625,0.075843062500005,0.14375000000003751
write,16,14,8465.029166665874,2.0230992916665,0.11746383333330375,0.516666666666625
write,16,20,10999.2999999975,2.293366812499625,0.22086579166666248,1.095833333333275
write,16,26,13048.39583333625,2.593663333333375,0.4561609166666875,2.989583333333575
write,16,32,14934.7750000025,2.84953793749975,0.8219908333332625,6.493750000000375
write,32,2,1353.304166666125,1.98130275,0.015918041666665,0.0062500000000125
write,32,4,2571.26666666675,2.013102854166875,0.022505145833332497,0.01458333333335
write,32,8,4984.3833333335,2.0211465208335,0.0866970416666725,0.30625000000025
write,32,14,8397.633333333624,2.021954833333625,0.129858125000025,0.42708333333347503
write,32,20,11063.12500000375,2.1788729791669996,0.138245520833325,0.9708333333333
write,32,26,12888.9541666675,2.3872116458331254,0.17653447916665,1.272916666666875
write,32,32,14345.89583333375,2.627732854166875,0.1989288541666,1.679166666666625
write,64,2,1307.3625,2.0735173958335,0.016209291666664998,0.0104166666666875
write,64,4,2539.754166666875,2.066874812500125,0.026284208333333753,0.0312500000000375
write,64,8,4979.133333333125,2.0757307291666254,0.10135566666664875,0.28124999999995
write,64,14,8423.237500000125,2.065822187500125,0.13589658333337498,0.5729166666668
write,64,20,11589.28333333375,2.096549395833125,0.14456633333335,1.0124999999999376
write,64,26,13502.2041666675,2.300326416666625,0.175271312500025,1.2083333333337876
write,64,32,14847.55416666625,2.550057229166625,0.20083718750002502,1.6145833333331625
