Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1246.2,56.5191577244,51.432,2.40794696943
1,1,Total,1246.2,56.5191577244,51.432,2.40794696943
1,2,1,1251.5375,60.837809644,51.219875,2.6289105862
1,2,Total,1251.5375,60.837809644,51.219875,2.6289105862
1,3,1,1241.2375,60.4177951299,51.666375,2.62974910665
1,3,Total,1241.2375,60.4177951299,51.666375,2.62974910665
1,Total,Total,3738.975,171.978360061,51.4394166667,2.47549172686
2,1,1,1231.7,55.2463756758,52.03125,2.56236953975
2,1,Total,1231.7,55.2463756758,52.03125,2.56236953975
2,2,1,1236.825,51.0442287741,51.80375,2.28466953265
2,2,Total,1236.825,51.0442287741,51.80375,2.28466953265
2,3,1,1226.1125,51.2101635853,52.253,2.17601970859
2,3,Total,1226.1125,51.2101635853,52.253,2.17601970859
2,Total,Total,3694.6375,145.062207847,52.0293333333,2.17224794932
3,1,1,1248.2125,61.7302612843,51.371,2.69134176691
3,1,Total,1248.2125,61.7302612843,51.371,2.69134176691
3,2,1,1253.8625,60.6915304395,51.139875,2.68021040821
3,2,Total,1253.8625,60.6915304395,51.139875,2.68021040821
3,3,1,1241.575,64.393524126,51.65875,3.02752410646
3,3,Total,1241.575,64.393524126,51.65875,3.02752410646
3,Total,Total,3743.65,178.915728696,51.389875,2.70013748901
Total,Total,Total,3725.75416667,90.0342135898,51.6195416667,1.31687235355
