Throughput,Latency
3901,6.65
3396,7.64
3885,6.69
3934,6.61
3893,6.67
4005,6.49
4115,6.32
4296,6.04
4205,6.19
4251,6.1
3999,6.5
4041,6.43
4100,6.33
4045,6.43
4016,6.46
3847,6.76
3902,6.65
3706,7.02
3929,6.6
3936,6.6
3889,6.68
4077,6.37
3987,6.52
3963,6.54
3897,6.67
3968,6.55
4044,6.42
3944,6.59
3903,6.65
3873,6.7
3933,6.6
3904,6.66
3966,6.55
3918,6.62
4124,6.31
4027,6.44
4070,6.39
4047,6.42
3992,6.5
3916,6.63
4022,6.47
3634,7.15
3915,6.64
4039,6.43
3949,6.57
3958,6.56
4195,6.19
3930,6.61
3998,6.5
4080,6.36
3997,6.49
4053,6.42
4050,6.42
3939,6.49
3918,6.73
4092,6.35
4028,6.46
3909,6.64
3922,6.62
3925,6.61
3967,6.56
3999,6.49
3946,6.58
3973,6.54
3942,6.54
3995,6.55
3955,6.57
3791,6.85
3951,6.58
4012,6.48
3960,6.54
3687,7.05
3915,6.65
3946,6.58
3966,6.55
3858,6.74
4002,6.49
4041,6.43
4104,6.32
4116,6.28
