Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,778.9375,37.157667403,2.557625,0.127082588017
1,1,2,895.7,29.3306769031,2.22,0.077312451713
1,1,Total,1674.6375,47.9163944223,2.3888125,0.0752011805977
1,2,1,833.1875,55.3621206127,2.39975,0.177078792446
1,2,2,959.9,37.3561714353,2.075375,0.0820148759276
1,2,Total,1793.0875,73.8765980572,2.2375625,0.106485851411
1,3,1,705.75,39.3721291901,2.83025,0.168642945414
1,3,2,815.0125,29.342798806,2.443125,0.0891818473611
1,3,Total,1520.7625,53.1909014181,2.6366875,0.105191037033
1,Total,Total,4988.4875,155.661836802,2.42102083333,0.0856609504693
2,1,1,775.7625,46.5292187362,2.572125,0.17195593894
2,1,2,911.0,29.9902937885,2.1835,0.0727419576659
2,1,Total,1686.7625,58.0641818065,2.3778125,0.0956683477079
2,2,1,832.4375,57.3311154941,2.40325,0.190148343156
2,2,2,967.9375,27.7686389678,2.057125,0.0595806813903
2,2,Total,1800.375,65.741221679,2.2301875,0.101851355298
2,3,1,711.4375,34.4471136562,2.80525,0.142571101515
2,3,2,826.8375,26.0396211011,2.4075,0.0754983443527
2,3,Total,1538.275,43.2619267231,2.606375,0.0806891793916
2,Total,Total,5025.4125,138.679002248,2.40479166667,0.0768916964419
3,1,1,786.2125,39.9897751963,2.535,0.134569167195
3,1,2,910.0,29.6703406439,2.18575,0.0747277760028
3,1,Total,1696.2125,57.8360173686,2.360375,0.0886101367176
3,2,1,838.025,54.7620803388,2.386625,0.173416479368
3,2,2,967.8,32.4362666225,2.05775,0.0702071978711
3,2,Total,1805.825,69.184357455,2.2221875,0.099469618
3,3,1,717.05,39.4750041085,2.78525,0.169055267721
3,3,2,825.7,25.5543104937,2.411,0.0740783027391
3,3,Total,1542.75,53.1102269109,2.598125,0.101387135603
3,Total,Total,5044.7875,155.010305394,2.3935625,0.0847283006627
Total,Total,Total,5019.5625,86.4482088272,2.40645833333,0.0472080623264
