Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,877.5375,41.8895303526,73.041875,3.58944376839
1,1,Total,877.5375,41.8895303526,73.041875,3.58944376839
1,2,1,881.0375,44.3211649729,72.786875,3.85052572237
1,2,Total,881.0375,44.3211649729,72.786875,3.85052572237
1,3,1,873.05,42.9656618856,73.440875,3.87003653329
1,3,Total,873.05,42.9656618856,73.440875,3.87003653329
1,Total,Total,2631.625,125.521028043,73.089875,3.66721811901
2,1,1,865.425,47.5122302709,74.140375,4.51265266055
2,1,Total,865.425,47.5122302709,74.140375,4.51265266055
2,2,1,869.675,49.4303691308,73.792625,4.44533712288
2,2,Total,869.675,49.4303691308,73.792625,4.44533712288
2,3,1,861.025,47.9736148473,74.523,4.51525134223
2,3,Total,861.025,47.9736148473,74.523,4.51525134223
2,Total,Total,2596.125,134.205149498,74.152,4.14610835782
3,1,1,860.675,49.5733122874,74.573125,4.8597204154
3,1,Total,860.675,49.5733122874,74.573125,4.8597204154
3,2,1,865.0,50.0480781507,74.21125,4.81735085953
3,2,Total,865.0,50.0480781507,74.21125,4.81735085953
3,3,1,856.025,50.3768017236,74.98725,4.93845437179
3,3,Total,856.025,50.3768017236,74.98725,4.93845437179
3,Total,Total,2581.7,145.378023168,74.5905416667,4.75337909103
Total,Total,Total,2603.15,78.7998747027,73.9441388889,2.46116973433
