Throughput,Latency
4652,1.71
4547,1.76
4587,1.73
4663,1.73
4499,1.76
4622,1.74
4525,1.75
4488,1.79
4531,1.76
4336,1.84
4520,1.77
4772,1.67
4587,1.74
4531,1.76
4646,1.72
4527,1.75
4731,1.69
4613,1.72
4493,1.78
4436,1.79
4420,1.81
4544,1.75
4484,1.77
4475,1.8
4592,1.74
4675,1.7
4570,1.74
4574,1.76
4464,1.79
4454,1.79
4417,1.8
4170,1.93
4197,1.9
4358,1.82
4434,1.82
4413,1.81
4494,1.77
4439,1.79
4495,1.79
4575,1.74
4595,1.73
4213,1.88
4377,1.84
4487,1.77
4504,1.76
4433,1.81
4376,1.81
4400,1.82
4493,1.76
4379,1.84
4460,1.78
4587,1.75
4335,1.83
4742,1.69
4483,1.77
4818,1.67
4550,1.74
4447,1.81
4380,1.81
4574,1.75
4635,1.71
4386,1.83
4551,1.76
4616,1.73
4583,1.73
4407,1.81
4798,1.67
4874,1.63
4389,1.81
4340,1.85
4534,1.76
4592,1.73
4558,1.74
4391,1.83
4554,1.75
4439,1.79
4431,1.79
4430,1.81
4270,1.87
4499,1.77
