MW host,Average Throughput,Std Throughput,Average Response Time,Std Response Time,Average Queue Time,Std Queue Time,Average Queue Length,Std Queue Length,Average Server Time,Std Server Time
1,3038.445833333333,79.49983015779688,14.681429875,0.3861422647750321,12.092344041666667,0.32183104261638024,37.34166666666667,2.899995190685186,2.56724975,0.06495323486634448
Total,3038.445833333333,79.49983015779688,14.681429875,0.3861422647750321,12.092344041666667,0.32183104261638024,37.34166666666667,2.899995190685186,2.56724975,0.06495323486634448
