Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,6021.070833333333,369.2302282977958,1.3245,0.08016040404444726
2,5616.133333333333,355.68599365295876,1.4218333333333333,0.09107432555585178
Total,11637.204166666666,655.6507929726483,1.3731666666666666,0.09858060155770744
