Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,2002.6875,70.3396090497,23.98375,0.852285646239
1,1,2,2356.1875,92.2602392177,20.39425,0.915623568388
1,1,Total,4358.875,119.101740892,22.189,0.67710076284
1,2,1,2023.9375,69.1050097563,23.732375,0.810629141118
1,2,2,2401.6,100.005012533,20.015375,0.933165218999
1,2,Total,4425.5375,121.693321093,21.873875,0.613500010316
1,3,1,1977.3375,70.0110197022,24.29125,0.848776297108
1,3,2,2296.2625,101.462688004,20.939,1.056561895
1,3,Total,4273.6,126.439418625,22.615125,0.691818359402
1,Total,Total,13058.0125,319.998793263,22.226,0.563133287827
2,1,1,1977.5375,101.224896091,24.320125,1.26045149009
2,1,2,2406.9625,111.130946111,19.9765,0.987458186905
2,1,Total,4384.5,148.040192969,22.1483125,0.785453164269
2,2,1,2000.7125,101.857581605,24.043875,1.29491849482
2,2,2,2452.4875,109.364099095,19.601875,0.939608178168
2,2,Total,4453.2,136.155755932,21.822875,0.738903042148
2,3,1,1952.975,97.9430181796,24.630625,1.32945914933
2,3,2,2338.3625,104.319766899,20.564,0.980688985395
2,3,Total,4291.3375,131.968824833,22.5973125,0.768965252359
2,Total,Total,13129.0375,382.345308961,22.1895,0.70456485259
3,1,1,2025.1125,73.0803257997,23.719,0.866908664688
3,1,2,2313.775,83.1130045119,20.762,0.781555411189
3,1,Total,4338.8875,108.000585295,22.2405,0.558151673955
3,2,1,2047.7875,76.7154356673,23.461125,0.902288221585
3,2,2,2356.075,97.7661605664,20.39875,0.849542505325
3,2,Total,4403.8625,113.483924446,21.9299375,0.583528384735
3,3,1,2000.7375,73.0019496445,24.011875,0.909094825581
3,3,2,2249.8625,91.4752153955,21.355125,0.899196538337
3,3,Total,4250.6,114.818139087,22.6835,0.631157465959
3,Total,Total,12993.35,309.795322386,22.2846458333,0.551051143207
Total,Total,Total,13060.1333333,181.788424339,22.2333819444,0.335729493505
