Throughput,Latency
8708,1.83
8365,1.91
8469,1.88
8812,1.82
7807,2.03
6863,2.31
8482,1.89
8391,1.89
8308,1.92
8321,1.92
7161,2.22
8188,1.95
8561,1.85
8180,1.95
7642,1.97
7491,2.25
8290,1.93
8003,1.99
6875,2.3
6775,2.37
7906,2.02
8714,1.83
6960,2.29
8265,1.91
7911,2.03
8564,1.85
8377,1.92
8046,1.98
5816,2.75
7578,2.09
8005,2.0
7654,2.08
6632,2.41
6756,2.34
7055,2.26
7265,2.2
7755,2.07
7455,2.13
7912,2.02
8079,1.98
8070,1.98
6584,2.43
7506,2.14
7512,2.13
7787,2.05
7614,2.1
7915,1.92
6744,2.48
8431,1.89
7820,2.04
7746,2.07
8419,1.9
8308,1.92
8419,1.89
8591,1.86
8195,1.94
8488,1.89
8559,1.87
8351,1.91
8872,1.8
8374,1.9
8567,1.87
8252,1.93
8940,1.79
8637,1.85
8796,1.81
8540,1.88
7778,2.05
8265,1.94
8000,1.98
7651,2.09
8133,1.96
7917,2.02
8343,1.91
8432,1.9
7582,2.1
8966,1.78
8453,1.89
8563,1.86
8714,1.83
