Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,3671.3125,129.748695147,17.44125,0.631809486988
1,1,Total,3671.3125,129.748695147,17.44125,0.631809486988
1,2,1,3729.25,115.144543174,17.1695,0.553689352195
1,2,Total,3729.25,115.144543174,17.1695,0.553689352195
1,3,1,3614.7125,115.55087583,17.71125,0.580877500757
1,3,Total,3614.7125,115.55087583,17.71125,0.580877500757
1,Total,Total,11015.275,343.160661897,17.4406666667,0.562835747587
2,1,1,3727.8375,107.577989814,17.1695,0.517897160018
2,1,Total,3727.8375,107.577989814,17.1695,0.517897160018
2,2,1,3760.7375,121.491755594,17.026,0.562968173663
2,2,Total,3760.7375,121.491755594,17.026,0.562968173663
2,3,1,3675.4125,112.365778581,17.417375,0.544444307924
2,3,Total,3675.4125,112.365778581,17.417375,0.544444307924
2,Total,Total,11163.9875,329.249145544,17.2042916667,0.522569168162
3,1,1,3652.2,149.26472957,17.5425,0.793708647881
3,1,Total,3652.2,149.26472957,17.5425,0.793708647881
3,2,1,3697.5,144.069779155,17.327,0.738579546722
3,2,Total,3697.5,144.069779155,17.327,0.738579546722
3,3,1,3578.4875,142.298491212,17.901375,0.783710330997
3,3,Total,3578.4875,142.298491212,17.901375,0.783710330997
3,Total,Total,10928.1875,420.553164771,17.5902916667,0.748678196452
Total,Total,Total,11035.8166667,208.080429787,17.41175,0.355862067909
