Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1608.2375,86.7761916467,39.887,2.15882551285
1,1,Total,1608.2375,86.7761916467,39.887,2.15882551285
1,2,1,1616.4875,95.1220393674,39.721625,2.47979758451
1,2,Total,1616.4875,95.1220393674,39.721625,2.47979758451
1,3,1,1599.95,95.0655869533,40.128,2.59549044169
1,3,Total,1599.95,95.0655869533,40.128,2.59549044169
1,Total,Total,4824.675,266.160262705,39.9122083333,2.32844031533
2,1,1,1607.9375,96.2155207025,39.931625,2.6436541855
2,1,Total,1607.9375,96.2155207025,39.931625,2.6436541855
2,2,1,1614.7125,98.8761139898,39.777375,2.68720491168
2,2,Total,1614.7125,98.8761139898,39.777375,2.68720491168
2,3,1,1599.75,96.2798531708,40.137875,2.6168285442
2,3,Total,1599.75,96.2798531708,40.137875,2.6168285442
2,Total,Total,4822.4,285.949477701,39.9489583333,2.59942277449
3,1,1,1622.1125,103.865662233,39.60925,2.82552908678
3,1,Total,1622.1125,103.865662233,39.60925,2.82552908678
3,2,1,1621.075,95.0345406894,39.600625,2.54575911623
3,2,Total,1621.075,95.0345406894,39.600625,2.54575911623
3,3,1,1612.0875,86.4262609162,39.789,2.19908933972
3,3,Total,1612.0875,86.4262609162,39.789,2.19908933972
3,Total,Total,4855.275,256.560253983,39.6662916667,2.27676788661
Total,Total,Total,4834.11666667,158.437261916,39.8424861111,1.38582130147
