Throughput,Latency
9019,5.76
8563,6.07
9139,5.68
10013,5.19
9522,5.45
8868,5.87
8185,6.35
9625,5.4
9499,5.47
9395,5.53
9322,5.37
8737,6.16
9388,5.54
8967,5.8
9217,5.64
9432,5.52
9589,5.42
8704,5.97
8536,6.09
9463,5.49
8655,6.0
9053,5.74
9329,5.58
8910,5.83
9035,5.75
9119,5.69
9405,5.53
8767,5.92
8684,5.99
8966,5.78
8591,6.05
8886,5.86
8996,5.78
8964,5.8
9098,5.71
8655,6.01
8374,6.19
9056,5.75
9355,5.55
8753,5.94
8223,6.28
6000,6.43
7607,8.64
8123,6.35
8820,5.93
6796,7.64
8629,6.02
8520,6.1
8339,6.24
8812,5.9
8738,5.94
7622,6.21
8047,7.03
8197,6.32
8198,6.36
8635,6.01
5959,7.94
8281,6.84
7674,6.75
8750,5.96
8273,6.28
8501,6.12
7947,6.53
7804,6.37
7413,7.27
8245,6.34
8138,6.36
8679,6.01
8565,6.08
7757,6.66
8689,6.01
8029,6.47
8275,6.29
8040,6.44
8199,6.35
7898,6.57
7976,6.51
8536,6.1
7849,6.6
8582,6.0
