Throughput,Latency
9660,5.38
8871,5.85
9365,5.52
9311,5.61
9629,5.39
9839,5.25
8931,5.85
9207,5.64
9637,5.4
9334,5.53
8825,5.92
9841,5.29
8913,5.82
9112,5.71
9734,5.35
9860,5.27
8860,5.86
10051,5.17
9446,5.5
8791,5.92
8963,5.8
9636,5.4
9767,5.32
8883,5.83
9039,5.77
8961,5.77
8686,6.03
9417,5.51
9335,5.56
9356,5.56
9794,5.31
8920,5.82
9512,5.47
9670,5.37
9485,5.49
9484,5.48
8556,6.07
9682,5.36
8482,6.14
9028,5.76
9224,5.63
9449,5.5
9089,5.72
9820,5.29
9409,5.52
9211,5.65
8873,5.86
9395,5.53
9443,5.5
8950,5.81
9580,5.42
8616,6.04
8631,6.01
9089,5.72
9039,5.74
9461,5.5
9214,5.65
9592,5.42
9013,5.76
9039,5.75
9051,5.73
9514,5.47
9317,5.58
9485,5.48
9185,5.66
9485,5.48
8796,5.91
8845,5.88
9182,5.66
9225,5.63
8791,5.88
9170,5.69
9292,5.6
9064,5.74
9078,5.72
9350,5.55
9422,5.52
9280,5.6
9582,5.43
9224,5.63
