Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,6030.925,258.964088953,24.764644875,1.20318398343,0.0,0.0,6030.925,0.0,6030.925,120.4,9.7261229868,19.535716375,0.972705999967,5.1779685,0.235769095075
1,2,6804.725,297.676698935,22.3164505,1.19502809505,0.0,0.0,6804.725,0.0,6804.725,122.475,11.2946441884,17.692500125,0.976619605409,4.59070075,0.223948190029
1,Total,12835.65,428.298520643,23.5405476875,0.914668970187,0.0,0.0,12835.65,0.0,12835.65,121.4375,7.25196394176,18.61410825,0.748717677693,4.884334625,0.171482304373
2,1,5963.55,215.72479538,25.048019875,1.00780051989,0.0,0.0,5963.55,0.0,5963.55,119.925,11.7298440103,19.7760555,0.8254841079,5.225798,0.185890846653
2,2,6897.85,256.904804317,22.145554375,0.886410959328,0.0,0.0,6897.85,0.0,6897.85,123.3,9.91406110506,17.5772535,0.714943273921,4.54048525,0.176773447452
2,Total,12861.4,357.523995831,23.596787125,0.744299073545,0.0,0.0,12861.4,0.0,12861.4,121.6125,7.9742366009,18.6766545,0.611921322545,4.883141625,0.135128630067
3,1,5978.6375,267.887244547,24.979229875,1.20050033467,0.0,0.0,5978.6375,0.0,5978.6375,117.9375,9.46859399023,19.702985625,0.962315079162,5.22487675,0.239096848572
3,2,6827.5625,443.653469622,22.401324875,1.69000195831,0.0,0.0,6827.5625,0.0,6827.5625,123.65,9.11404535784,17.767031875,1.33060911326,4.60400825,0.362047344001
3,Total,12806.2,523.317736337,23.690277375,1.07753123446,0.0,0.0,12806.2,0.0,12806.2,120.79375,6.12976435729,18.73500875,0.858990057295,4.9144425,0.220440440498
Total,Total,12834.4166667,252.2653956,23.6092040625,0.534768881118,0.0,0.0,12834.4166667,0.0,12834.4166667,121.28125,4.20079640078,18.6752571667,0.430221883797,4.89397291667,0.1060621038
