Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1991.475,86.2689311456,28.159,1.25135329276
1,1,2,2261.3125,109.250217246,24.813,1.25982257139
1,1,Total,4252.7875,151.97432276,26.486,0.971520536015
1,2,1,2007.475,79.2826980023,27.9265,1.1074112817
1,2,2,2294.7625,114.339406338,24.457125,1.31346213078
1,2,Total,4302.2375,146.812051013,26.1918125,0.906988424608
1,3,1,1968.9875,78.5771399987,28.47375,1.16612782915
1,3,2,2203.5375,109.272153997,25.467375,1.38451997234
1,3,Total,4172.525,146.563588394,26.9705625,0.98514857639
1,Total,Total,12727.55,434.25705215,26.5494583333,0.929879866679
2,1,1,1977.7375,75.4499991612,28.3425,1.10617198287
2,1,2,2287.225,80.0551985203,24.5025,0.893814893192
2,1,Total,4264.9625,104.672054925,26.4225,0.690871766298
2,2,1,1993.3625,76.1288454372,28.118875,1.07850693061
2,2,2,2323.7625,86.4337375162,24.122375,0.908444551508
2,2,Total,4317.125,121.663197165,26.120625,0.72997501908
2,3,1,1953.9,68.3987933864,28.679875,1.01837235953
2,3,2,2231.9,82.4399436184,25.112875,0.965603626714
2,3,Total,4185.8,108.380062625,26.896375,0.704118973243
2,Total,Total,12767.8875,301.85682723,26.4798333333,0.645513489604
3,1,1,1977.525,85.2547893899,28.35675,1.27767666419
3,1,2,2261.65,145.800288239,24.872,1.97519580827
3,1,Total,4239.175,186.928455481,26.614375,1.28071315551
3,2,1,1992.2375,101.866038085,28.1755,1.53696717638
3,2,2,2297.35,138.831479668,24.465375,1.679990916
3,2,Total,4289.5875,185.758635675,26.3204375,1.22086532752
3,3,1,1954.05,94.418392866,28.713875,1.44195322327
3,3,2,2208.9875,130.929828897,25.4395,1.77013401481
3,3,Total,4163.0375,170.102608181,27.0766875,1.18842597309
3,Total,Total,12691.8,507.035624045,26.6705,1.15472338856
Total,Total,Total,12729.0791667,245.479061721,26.5665972222,0.547590813594
