Threads: 64, Sharded reads: false, Number of Memcached servers: 3.

All measures in microseconds.
  SETS   GETS  MGETS   INVLD    TOT   HITS     RSP T      Q T     SVR T  Q LEN
 64156      0      0       0  64156  64156   8908.40  1963.71   6912.30      5
  9137      0      0       0   9137   9137   7699.58  1178.55   6501.71      8
  8570      0      0       0   8570   8570   8123.47  1609.02   6493.43     31
  2063      0      0       0   2063   2063  25158.34  2463.83  22658.77     29
  8793      0      0       0   8793   8793   7961.92  1536.23   6395.34     37
  7955      0      0       0   7955   7955   9132.29  1961.00   7149.02     12
  7892      0      0       0   7892   7892   9122.51  2130.08   6969.06      0
  8640      0      0       0   8640   8640   8345.48  1654.91   6670.60     32
  8533      0      0       0   8533   8533   8477.08  1681.23   6767.20     12
  8300      0      0       0   8300   8300   8553.50  1967.97   6565.08      3
  8152      0      0       0   8152   8152   8545.66  1818.69   6705.55     17
  8125      0      0       0   8125   8125   8857.32  1859.81   6968.87     10
  8005      0      0       0   8005   8005   8904.14  1899.62   6979.38     29
  8153      0      0       0   8153   8153   8699.77  1898.45   6779.34      1
  8388      0      0       0   8388   8388   8346.65  1808.23   6516.15     32
  8397      0      0       0   8397   8397   8496.41  2010.26   6467.60      0
  7756      0      0       0   7756   7756   9000.79  1854.50   7109.83     50
  8199      0      0       0   8199   8199   8431.08  1864.59   6543.90     25
  8578      0      0       0   8578   8578   8248.60  1841.78   6382.77     32
  7703      0      0       0   7703   7703   9023.17  1891.88   7103.44     31
  8209      0      0       0   8209   8209   8579.58  1736.00   6817.85      0
  7834      0      0       0   7834   7834   8994.87  2045.83   6916.79      0
  8083      0      0       0   8083   8083   8841.34  2117.38   6699.36     19
  8419      0      0       0   8419   8419   8343.64  1485.11   6829.96      3
  7830      0      0       0   7830   7830   8886.65  1595.12   7265.96     32
   718      0      0       0    718    718  11695.12  2353.98   9314.69     21
  8940      0      0       0   8940   8940  17113.83  3722.92  13366.05      2
  8906      0      0       0   8906   8906   7932.55  1373.73   6536.22     16
  7810      0      0       0   7810   7810   9141.82  1682.32   7436.69     32
  8633      0      0       0   8633   8633   8230.36  1573.84   6632.33     32
  8787      0      0       0   8787   8787   8184.85  1546.40   6614.39      4
  8481      0      0       0   8481   8481   8589.34  1586.65   6979.12     27
  8107      0      0       0   8107   8107   8680.89  1946.95   6712.33     18
  7749      0      0       0   7749   7749   8683.49  1450.85   7205.98     32
  8524      0      0       0   8524   8524   8423.76  1628.51   6776.18      0
  8584      0      0       0   8584   8584   8432.13  1635.10   6776.44      6
  8089      0      0       0   8089   8089   8475.70  1368.05   7081.20     32
  8312      0      0       0   8312   8312   8615.19  1882.38   6712.05     25
  8324      0      0       0   8324   8324   8412.96  1659.91   6730.98      0
  8206      0      0       0   8206   8206   8633.91  1880.60   6733.52      0
  8135      0      0       0   8135   8135   8766.81  1712.99   7033.28     20
  8110      0      0       0   8110   8110   8783.12  1815.48   6944.60     15
  7930      0      0       0   7930   7930   8816.90  1780.64   7012.79     10
  8083      0      0       0   8083   8083   9117.62  1826.04   7265.74     30
  6816      0      0       0   6816   6816   9969.09  1787.68   8161.00      0
  8419      0      0       0   8419   8419   8491.45  1747.65   6720.39     18
  7587      0      0       0   7587   7587   9379.47  1965.70   7356.88     12
  7082      0      0       0   7082   7082  10363.37  2145.39   8191.03      0
  7780      0      0       0   7780   7780   9027.59  1879.16   7123.04      0
  5365      0      0       0   5365   5365  11920.12  2058.80   9834.23     13
  8537      0      0       0   8537   8537   8365.56  1480.37   6842.21      7
  8447      0      0       0   8447   8447   8483.89  1575.78   6870.83      7
  8032      0      0       0   8032   8032   9167.65  1872.80   7274.59      0
  8267      0      0       0   8267   8267   8596.48  1762.25   6803.79     29
  8114      0      0       0   8114   8114   8829.25  2014.40   6790.12     11
  8240      0      0       0   8240   8240   8548.63  1495.95   7025.49     32
  8246      0      0       0   8246   8246   8701.21  1685.41   6995.18      6
  8585      0      0       0   8585   8585   8001.53  1279.54   6698.30     15
  8590      0      0       0   8590   8590   8354.44  1472.64   6850.24     13
  8435      0      0       0   8435   8435   8510.99  1592.92   6893.10     11
  8379      0      0       0   8379   8379   8544.40  1674.42   6839.09     32
  8583      0      0       0   8583   8583   8516.12  1718.70   6773.93      0
  8159      0      0       0   8159   8159   8786.81  1791.92   6967.48      3
  8417      0      0       0   8417   8417   8633.29  1789.31   6818.65     28
  7203      0      0       0   7203   7203  10162.48  2175.03   7944.62     25
  8937      0      0       0   8937   8937   7996.60  1583.72   6389.67      2
  8399      0      0       0   8399   8399   8528.98  1745.20   6740.62      4
  8024      0      0       0   8024   8024   8776.75  1734.03   7014.29     32
  7840      0      0       0   7840   7840   9188.17  1814.44   7337.36      0
  7724      0      0       0   7724   7724   9165.76  1816.17   7330.18     19
  7748      0      0       0   7748   7748   8194.05  1446.53   6722.08      0
  6752      0      0       0   6752   6752  11323.56  1938.82   9343.49      9
  8070      0      0       0   8070   8070   8918.66  1806.22   7093.45      7
  8353      0      0       0   8353   8353   8639.18  1581.84   7026.74      0
  8685      0      0       0   8685   8685   8103.15  1377.96   6703.28     11
  8720      0      0       0   8720   8720   8419.91  1735.95   6642.73     19
  8419      0      0       0   8419   8419   8855.95  1869.21   6967.66     19
  8755      0      0       0   8755   8755   8346.23  1689.45   6632.10     35
  8224      0      0       0   8224   8224   8956.82  1842.27   7074.94     50
  8255      0      0       0   8255   8255   8501.74  1707.45   6771.95     11
  7986      0      0       0   7986   7986   8691.59  1722.16   6939.94      0
  8603      0      0       0   8603   8603   8213.41  1616.21   6569.19     10
  3409      0      0       0   3409   3409   5754.43   778.07   4954.65      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
