Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,4873.725,215.998474854,32.52345975,1.43387820698,0.0,0.0,4873.725,0.0,4873.725,144.7125,5.01186882449,29.291555625,1.28645324459,3.193633375,0.146813227071
1,2,5708.375,261.405711878,28.02159325,1.31200309137,0.0,0.0,5708.375,0.0,5708.375,146.1125,6.17260946399,25.25952825,1.18243730326,2.739097625,0.129085238557
1,Total,10582.1,356.080299577,30.2725265,1.01867686603,0.0,0.0,10582.1,0.0,10582.1,145.4125,4.07817205887,27.2755419375,0.915047058174,2.9663655,0.103071276983
2,1,4851.9875,215.974066291,32.6937265,1.61866562595,0.0,0.0,4851.9875,0.0,4851.9875,145.1875,4.98121471129,29.445444125,1.45402857325,3.209053,0.161820925791
2,2,5792.5,224.692081849,27.642961875,1.14576028541,0.0,0.0,5792.5,0.0,5792.5,146.3625,5.58534191467,24.918062625,1.03117554711,2.7029045,0.11433852151
2,Total,10644.4875,324.852020595,30.1683441875,1.02262907495,0.0,0.0,10644.4875,0.0,10644.4875,145.775,3.68876158423,27.181753375,0.920093531389,2.95597875,0.100937706277
3,1,4816.0125,283.778639607,33.02467775,2.078944544,0.0,0.0,4816.0125,0.0,4816.0125,143.7875,5.19662439121,29.74201625,1.86087135496,3.24574475,0.216849868511
3,2,5828.675,222.088748084,27.482519125,1.03507088967,0.0,0.0,5828.675,0.0,5828.675,145.3875,4.70790810596,24.775890125,0.932652912524,2.683432625,0.101928708043
3,Total,10644.6875,395.445929788,30.2535984375,1.24988268021,0.0,0.0,10644.6875,0.0,10644.6875,144.5875,3.39748138285,27.2589531875,1.12045278207,2.9645886875,0.128678837268
Total,Total,10623.7583333,234.370461644,30.2314897083,0.688911680427,0.0,0.0,10623.7583333,0.0,10623.7583333,145.258333333,1.96128133438,27.2387495,0.617444671958,2.96231097917,0.0706334099939
