Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,4368.8125,215.222880869,20.8398985,1.05943541269,4368.8125,0.0,0.0,0.0,4368.8125,84.65,1.97516222695,19.033204,0.964182846702,1.772965,0.0942172041588
1,2,5055.025,159.441586859,17.965693625,0.584117673954,5055.025,0.0,0.0,0.0,5055.025,84.525,1.94203990364,16.413639625,0.535039833691,1.5307455,0.0487710882632
1,Total,9423.8375,307.357312526,19.4027960625,0.68489897371,9423.8375,0.0,0.0,0.0,9423.8375,84.5875,1.42929344322,17.7234218125,0.624400068582,1.65185525,0.0598760127998
2,1,4299.6125,202.830882585,21.095362375,1.08443045708,4299.6125,0.0,0.0,0.0,4299.6125,83.1,4.95447630361,19.266262,0.989713956577,1.796457875,0.0950619090974
2,2,4970.925,175.508503527,18.276627625,0.660129239403,4970.925,0.0,0.0,0.0,4970.925,84.05,4.20939275214,16.697861375,0.603810637404,1.557433125,0.0556145419148
2,Total,9270.5375,277.970262673,19.685995,0.661523598539,9270.5375,0.0,0.0,0.0,9270.5375,83.575,3.23558145343,17.9820616875,0.605144812168,1.6769455,0.0565941353002
3,1,4400.35,211.625840111,20.624988125,1.03823790326,4400.35,0.0,0.0,0.0,4400.35,83.675,3.19721001793,18.836583875,0.946329790961,1.75563675,0.0908349721696
3,2,5014.875,196.229868757,18.125221375,0.72863000443,5014.875,0.0,0.0,0.0,5014.875,84.8,1.84459525251,16.55952775,0.666729379629,1.544783625,0.06051835594
3,Total,9415.225,325.304102127,19.37510475,0.705938810439,9415.225,0.0,0.0,0.0,9415.225,84.2375,1.94866880885,17.6980558125,0.644770008199,1.6502101875,0.0602361428702
Total,Total,9369.86666667,164.666159312,19.4879652708,0.35972592404,9369.86666667,0.0,0.0,0.0,9369.86666667,84.1333333333,1.37651591414,17.8011797708,0.328376702061,1.6596703125,0.0308916577368
