Throughput,Latency
2978,17.44
3050,17.07
3034,17.12
3098,16.81
3044,17.06
3033,17.14
3074,16.89
3063,16.99
3071,16.92
3024,17.2
3026,17.15
3017,17.24
3033,17.11
3100,16.8
3060,16.98
3058,17.0
3235,16.07
3185,16.33
3153,16.5
3168,16.38
3138,16.59
3213,16.19
3180,16.33
3052,17.03
3043,17.09
3032,17.12
3070,16.96
3068,16.93
3132,16.59
3092,16.82
3035,17.11
3012,17.26
3012,17.28
3029,17.13
3084,16.86
3120,16.68
3106,16.72
3088,16.84
3117,16.65
3040,17.11
2992,17.36
3041,17.1
3032,17.18
3085,16.84
3031,17.13
3001,17.35
3005,17.31
2980,17.46
3009,17.25
3041,17.09
3001,17.34
3012,17.27
3000,17.31
2945,17.64
2931,17.73
2961,17.6
2973,17.44
2965,17.57
3073,16.91
3066,16.96
3064,16.95
2942,17.67
2993,17.38
2973,17.46
2973,17.53
2963,17.52
3002,17.32
3037,17.12
3007,17.27
3039,17.14
2980,17.41
2986,17.4
3041,17.13
2965,17.51
3042,17.11
3026,17.16
3017,17.24
3080,16.89
3174,16.36
3108,16.75
