MW host,Average Throughput,Std Throughput,Average Response Time,Std Response Time,Average Queue Time,Std Queue Time,Average Queue Length,Std Queue Length,Average Server Time,Std Server Time
1,3350.9625,196.863849289055,2.590060916666667,0.22801679062447924,0.1907451666666667,0.08778494934890421,0.625,2.070160586417509,2.375721,0.14496795245846578
Total,3350.9625,196.863849289055,2.590060916666667,0.22801679062447924,0.1907451666666667,0.08778494934890421,0.625,2.070160586417509,2.375721,0.14496795245846578
