Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,5888.2125,310.402584394,13.45245575,0.875005388037,0.0,0.0,5888.2125,0.0,5888.2125,0.0487125,0.00909610258729,8.106568,0.600690982506,5.297044875,0.284736805195
1,2,7126.4375,309.110682064,11.573240375,0.514201191825,0.0,0.0,7126.4375,0.0,7126.4375,0.0533875,0.00899295610429,7.15448075,0.334210192243,4.390770875,0.191477454126
1,Total,13014.65,449.172547264,12.5128480625,0.545864945163,0.0,0.0,13014.65,0.0,13014.65,0.05105,0.00639748763979,7.630524375,0.382430378018,4.843907875,0.174581469241
2,1,5855.6375,256.735703323,13.498543375,0.731205690487,0.0,0.0,5855.6375,0.0,5855.6375,0.0486625,0.0122380851381,8.13367775,0.509970828843,5.322140625,0.227923531327
2,2,7143.1125,330.51524769,11.5285215,0.584057149285,0.0,0.0,7143.1125,0.0,7143.1125,0.05005,0.0114027533872,7.11750375,0.368358179567,4.38405025,0.228053127149
2,Total,12998.75,445.938847485,12.5135324375,0.519825014551,0.0,0.0,12998.75,0.0,12998.75,0.04935625,0.00895388811309,7.62559075,0.360018491127,4.8530954375,0.168539336503
3,1,5982.1125,268.262576533,13.139686125,0.681030352684,0.0,0.0,5982.1125,0.0,5982.1125,0.047225,0.0115440543083,7.881215,0.466580615613,5.207184,0.226123341931
3,2,6984.3,307.045100386,11.711781375,0.566570790446,0.0,0.0,6984.3,0.0,6984.3,0.0506375,0.0099164149172,7.20612275,0.376653345086,4.472346,0.196511092498
3,Total,12966.4125,425.561957403,12.42573375,0.497177614217,0.0,0.0,12966.4125,0.0,12966.4125,0.04893125,0.00750305581207,7.543668875,0.348384424193,4.839765,0.15523279031
Total,Total,12993.2708333,250.200381544,12.4840380833,0.285294693121,0.0,0.0,12993.2708333,0.0,12993.2708333,0.0497791666667,0.00465646677655,7.599928,0.198370198444,4.8455894375,0.0911257498276
