Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1956.075,94.4560409444,16.38575,0.797494137116
1,1,2,2370.7875,104.048880157,13.514875,0.619769237884
1,1,Total,4326.8625,138.780287491,14.9503125,0.493975313116
1,2,1,1984.7625,99.5233251396,16.15475,0.825839005673
1,2,2,2429.15,108.851553776,13.188375,0.607481715618
1,2,Total,4413.9125,151.821030026,14.6715625,0.52855642535
1,3,1,1908.375,93.0010718599,16.7975,0.82966136145
1,3,2,2273.175,102.420920405,14.09575,0.641043008885
1,3,Total,4181.55,133.452869413,15.446625,0.500529324246
1,Total,Total,12922.325,390.20409379,15.0228333333,0.46700668746
2,1,1,1943.4,74.9542645361,16.4795,0.626565684475
2,1,2,2376.6125,105.754611325,13.48475,0.638524753443
2,1,Total,4320.0125,143.672402832,14.982125,0.496924576581
2,2,1,1970.6,84.5020560008,16.256875,0.682722757731
2,2,2,2441.975,121.101064081,13.131,0.722339027664
2,2,Total,4412.575,153.374512678,14.6939375,0.510507747837
2,3,1,1903.8625,77.9910322255,16.824375,0.664348626928
2,3,2,2267.875,117.252553884,14.141125,0.806804909128
2,3,Total,4171.7375,147.259328969,15.48275,0.54917423626
2,Total,Total,12904.325,415.382050007,15.0529375,0.481887130991
3,1,1,1978.9375,85.2775578162,16.18925,0.718787261004
3,1,2,2321.825,97.4831079168,13.797375,0.57807131037
3,1,Total,4300.7625,135.702041789,14.9933125,0.480452018014
3,2,1,2005.5125,87.892914383,15.9785,0.718217025837
3,2,2,2381.65,103.022806864,13.4525,0.579686733383
3,2,Total,4387.1625,146.370990741,14.7155,0.497053087861
3,3,1,2024.675,454.227478141,16.18775,1.82370396151
3,3,2,2332.025,592.228487702,14.12425,1.6958368794
3,3,Total,4356.7,1037.62843524,15.156,1.70259768024
3,Total,Total,13044.625,1059.5070071,14.9549375,0.643643453147
Total,Total,Total,12957.0916667,378.211476779,15.0102361111,0.274475544099
