Throughput,Latency
3061,15.62
3105,15.62
3047,15.63
3107,15.62
3059,15.62
3059,15.62
3059,15.62
3095,15.63
3059,15.62
3059,15.62
3107,15.63
3059,15.61
3047,15.63
3088,15.59
3083,15.61
3059,15.62
3059,15.62
3095,15.62
3059,15.62
3059,15.62
3107,15.62
3059,15.63
3059,15.62
3059,15.62
3107,15.62
3059,15.62
3047,15.62
3095,15.63
3047,15.62
3095,15.62
3047,15.63
3095,15.62
3047,15.63
3095,15.61
3049,15.63
3093,15.61
3095,15.62
3047,15.62
3094,15.62
3047,15.63
3090,15.63
3052,15.61
3095,15.62
3047,15.62
3090,15.62
3051,15.62
3095,15.63
3047,15.61
3095,15.63
3047,15.62
3095,15.62
3047,15.63
3095,15.62
3047,15.62
3095,15.62
3048,15.62
3095,15.62
3047,15.62
3095,15.62
3047,15.63
3095,15.63
3047,15.61
3095,15.63
3047,15.61
3095,15.62
3047,15.61
3095,15.62
3047,15.62
3109,15.56
3047,15.62
3095,15.61
3047,15.63
3095,15.62
3047,15.62
3095,15.62
3050,15.62
3092,15.62
3047,15.63
3095,15.62
3058,15.62
