Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,2367.0875,137.69395469,1.82726375,0.0993875500235,2367.0875,0.0,0.0,0.0,2367.0875,0.000175,0.000471329925566,0.09867475,0.0266339194117,1.69180825,0.0747293630592
1,2,2795.325,85.0863708612,1.5383325,0.04295547944,2795.325,0.0,0.0,0.0,2795.325,0.00015,0.000452839144884,0.036624625,0.00722384272081,1.479053375,0.0389827272345
1,Total,5162.4125,192.493214988,1.682798125,0.0616384204653,5162.4125,0.0,0.0,0.0,5162.4125,0.0001625,0.000344715990236,0.0676496875,0.0148054992209,1.5854308125,0.0489173855057
2,1,2339.7125,129.12041223,1.847256375,0.090235566555,2339.7125,0.0,0.0,0.0,2339.7125,0.000225,0.000615722278345,0.100439875,0.0240978522859,1.71012775,0.0691616595326
2,2,2762.7125,71.925276582,1.55315075,0.0333175270624,2762.7125,0.0,0.0,0.0,2762.7125,0.000175,0.000414148508801,0.034952625,0.00527129742724,1.495713125,0.030231097184
2,Total,5102.425,168.60783463,1.7002035625,0.053421495959,5102.425,0.0,0.0,0.0,5102.425,0.0002,0.000402523684341,0.06769625,0.0132074036463,1.6029204375,0.0422247725762
3,1,2369.8375,138.796312262,1.820197125,0.0947419863375,2369.8375,0.0,0.0,0.0,2369.8375,0.0002,0.000487826489179,0.1004795,0.0238379119859,1.686544,0.0737146963449
3,2,2763.075,58.0045338691,1.546596375,0.0333028011611,2763.075,0.0,0.0,0.0,2763.075,7.5e-05,0.000265053135346,0.03234175,0.00787404609855,1.490871,0.0301247774969
3,Total,5132.9125,151.78534091,1.68339675,0.0512237608662,5132.9125,0.0,0.0,0.0,5132.9125,0.0001375,0.000275301905625,0.066410625,0.0123829963137,1.5887075,0.0412956322284
Total,Total,5132.58333333,100.607920098,1.68879947917,0.0338834699767,5132.58333333,0.0,0.0,0.0,5132.58333333,0.000166666666667,0.000196667024243,0.0672521875,0.00744104991322,1.59235291667,0.027166495659
